No,Name,Updated SMILES,%F,logK(%F),Category,Source,MolW(Da),NumHAcceptors,NumHDonors,LogP,Lipinski_rule
274,Digoxin,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,70.0,0.367976785,1,"3,5,8,10,12,13,14,15,16",780.9490000000002,14,6,2.218100000000003,0
275,Dihydrocodeine,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,20.0,-0.602059991,0,"5,8,13,14,15,16",301.3860000000001,4,1,1.7251,1
276,Dihydroergosine,CC(C)CC1C(=O)N2CCCC2C2(O)OC(C)(NC(=O)C3CC4c5cccc6[nH]cc(c56)CC4N(C)C3)C(=O)N12,10.0,-0.954242509,0,"3,5,8,13,14,16",549.6720000000003,6,3,1.8844999999999998,0
277,Dihydroergotamine,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21,1.0,-1.995635195,0,"5,8,13,14,16",583.6890000000001,6,3,2.0811000000000024,0
278,Dilevalol,CC(=O)c1cc(C(O)CNC(C)CCc2ccccc2)ccc1O,12.0,-0.865301426,0,"5,8,13,14,16",327.424,4,3,3.2391000000000028,1
279,Diloxanide,CN(C(=O)C(Cl)Cl)c1ccc(O)cc1,90.0,0.954242509,1,"5,8,13,14,15,16",234.08200000000002,2,1,2.1586999999999996,1
280,Diltiazem,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,38.0,-0.212608093,0,"3,5,8,10,12,13,14,15,16",414.52700000000016,6,0,3.368500000000002,1
281,Dimercaprol,OCC(S)CS,0.0,-2.0,0,"5,8,13,14,16",124.23,3,3,0.20690000000000003,1
282,Diphenhydramine,CN(C)CCOC(c1ccccc1)c1ccccc1,72.0,0.410174465,1,"3,5,8,12,13,14,15,16",255.36100000000002,2,0,3.3542000000000023,1
283,Diprophylline,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,90.0,0.954242509,1,"5,8,10,13,14,16",254.24599999999998,8,2,-2.213099999999999,1
284,Dipyridamole,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,50.0,0.0,0,"5,8,13,14,15,16",504.6360000000004,12,4,-0.017599999999997396,0
285,Dirithromycin,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C2NC(COCCOC)OC(C2C)C1(C)O,10.0,-0.954242509,0,"5,8,13,14,15,16",835.086,16,5,2.201700000000009,0
286,Disopyramide,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,83.0,0.688629171,1,"5,8,10,12,13,14,15,16",339.4830000000001,3,1,3.361900000000002,1
287,Distigmine,CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1,8.0,-1.06069784,0,"5,8,13,14,16",416.52200000000016,4,0,2.4574000000000007,1
288,Disulfiram,CCN(CC)C(=S)SSC(=S)N(CC)CC,80.0,0.602059991,1,"5,8,13,14,16",296.5520000000001,4,0,3.6212000000000026,1
289,Docetaxel,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,0.0,-2.0,0,"5,8,13,14,16",807.8900000000002,14,5,3.2596000000000025,0
290,Docosanol,CCCCCCCCCCCCCCCCCCCCCCO,0.0,-2.0,0,"5,8,13,14,16",326.60900000000004,1,1,7.800600000000008,0
291,Dofetilide,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,96.0,1.380211242,1,"5,8,10,12,13,14,15,16",441.57500000000016,6,2,1.9828999999999997,1
292,Dolasetron,O=C(OC1CC2CC3CC(C1)N2CC3=O)c1c[nH]c2ccccc12,75.0,0.477121255,1,"5,8,12,13,14,15,16",324.38000000000005,4,1,2.519000000000001,1
293,Domperidone,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,15.0,-0.753327667,0,"3,5,8,10,13,14,16",425.92000000000013,5,2,3.353200000000002,1
294,Donepezil,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,99.0,1.995635195,1,"5,8,13,14,15,16",379.50000000000017,4,0,4.361100000000004,1
295,Dosulepin,CN(C)CCC=C1c2ccccc2CSc2ccccc21,30.0,-0.367976785,0,"5,8,13,14,16",295.451,2,0,4.675700000000004,1
296,dOTC,Nc1ccn(C2COC(CO)S2)c(=O)n1,80.0,0.602059991,1,"5,8,13,14,16",229.261,7,2,-0.5940999999999999,1
297,Doxapram,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,64.0,0.249877473,1,"3,5,8,10,13,14,16",378.5160000000001,3,0,3.173300000000001,1
298,Doxepin,CN(C)CCC=C1c2ccccc2COc2ccccc21,30.0,-0.367976785,0,"5,8,12,13,14,15,16",279.383,2,0,3.9624000000000033,1
299,Doxifluridine,CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O,40.0,-0.176091259,0,"10,16",246.19400000000002,6,3,-1.6851999999999996,1
300,DOXORUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,5.0,-1.278753601,0,"5,8,10,13,14,15,16",543.5250000000003,12,6,0.0012999999999993017,0
301,Doxycycline,CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C21,93.0,1.123384909,1,"3,5,8,10,12,13,14,15,16",444.44000000000017,9,6,-0.3475999999999985,0
302,Doxylamine,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,24.700001,-0.484098,0,"5,8,13,14,16",270.37600000000003,3,0,2.923300000000001,1
303,Droperidol,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,75.0,0.477121255,1,"5,8,13,14,16",379.4350000000002,4,1,3.6784000000000026,1
304,Drospirenone,CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1,76.0,0.500602351,1,"3,5,8,13,14,16",366.5010000000002,3,0,4.305900000000004,1
305,Drotaverine,CCOc1ccc(C=C2NCCc3cc(OCC)c(OCC)cc32)cc1OCC,58.0,0.140178703,1,"5,8,10,13,14,16",397.51500000000016,5,1,4.925200000000005,1
306,Droxidopa,NC(C(=O)O)C(O)c1ccc(O)c(O)c1,90.0,0.954242509,1,"5,8,13,14,16",213.189,5,5,-0.4569000000000002,1
307,Duloxetine,CNCCC(Oc1cccc2ccccc12)c1cccs1,50.0,0.0,0,"5,8,12,13,14,16",297.423,3,1,4.630900000000003,1
308,Dutasteride,CC12C=CC(=O)NC1CCC1C2CCC2(C)C(C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CCC12,60.0,0.176091259,1,"3,5,8,12,13,14,16",528.537,2,2,6.576100000000006,0
309,Dydrogesterone,CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C,28.0,-0.410174465,0,"5,8,13,14,16",312.4530000000001,2,0,4.499500000000004,1
310,Edrophonium,CC[N+](C)(C)c1cccc(O)c1,0.0,-2.0,0,"5,8,13,14,16",166.24399999999997,1,1,1.9790000000000003,1
311,Efavirenz,O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,42.5,-0.131278915,0,"5,8,13,14,16",315.67799999999994,2,1,4.073100000000001,1
312,Eflornithine,NCCCC(N)(C(=O)O)C(F)F,55.0,0.087150176,1,"5,8,13,14,15,16",182.17,3,3,-0.22749999999999942,1
313,Emedastine,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,50.0,0.0,0,"5,8,13,14,16",302.422,5,0,2.2146999999999997,1
314,Emepronium,CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1,1.0,-1.995635195,0,"5,8,13,14,16",282.451,0,0,4.693400000000004,1
315,Enalapril,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O,63.5,0.240480861,1,"3,5,8,12,13,14,15,16",376.45300000000026,5,2,1.6046,1
316,Enalaprilat,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,40.0,-0.176091259,0,"5,8,10,13,14,16",348.39900000000017,4,3,1.1261000000000003,1
317,Encainide,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,27.0,-0.431959096,0,"5,8,10,12,13,14,15,16",352.4780000000001,3,1,4.364400000000003,1
318,Endralazine,NN=c1cc2c(n[nH]1)CCN(C(=O)c1ccccc1)C2,75.0,0.477121255,1,"3,5,8,13,14,16",269.30800000000005,4,2,0.38260000000000005,1
319,Enoxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,87.0,0.8255759,1,"5,8,13,14,15,16",320.324,6,2,0.6633000000000002,1
320,Entacapone,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,42.0,-0.140178703,0,"5,8,10,12,13,14,15,16",305.29,6,2,1.7813800000000002,1
321,Entecavir,C=C1C(CO)C(O)CC1n1cnc2c(=O)nc(N)[nH]c21,99.0,1.995635195,1,"5,8,13,14,16",277.28399999999993,7,4,-0.8278000000000001,1
322,Epanolol,N#Cc1ccccc1OCC(O)CNCCNC(=O)Cc1ccc(O)cc1,8.0,-1.06069784,0,"5,8,13,14,16",369.4210000000001,6,4,0.95208,1
323,Eplerenone,COC(=O)C1CC2=CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CCC(=O)O4)C13,69.0,0.347487397,1,"5,8,13,14,16",414.4980000000003,6,0,3.124500000000002,1
324,Epristeride,CC(C)(C)NC(=O)C1CCC2C3CC=C4C=C(C(=O)O)CCC4(C)C3CCC12C,93.0,1.123384909,1,"10,16",399.5750000000003,2,2,5.101000000000004,0
325,Eprosartan,CCCCc1ncc(C=C(Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,13.0,-0.8255759,0,"5,8,10,13,14,15,16",424.52200000000016,5,2,4.744400000000003,1
326,Eproxindine,CCN(CC)CC(O)CNC(=O)c1c(OC)c2ccccc2n1-c1ccccc1,70.0,0.367976785,1,"3,5,8,13,14,16",395.50300000000004,5,2,3.071600000000001,1
327,Eptifibatide,N=C(N)NCCCCC1NC(=O)CCSSCC(C(N)=O)NC(=O)C2CCCN2C(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CC(=O)O)NC(=O)CNC1=O,0.0,-2.0,0,"5,8,13,14,16",831.9790000000002,11,11,-1.8447299999999895,0
328,Ergoloid mesylate,CCC(C)(C)C1C(=O)N2CCCC2C2(O)OC(NC(=O)C3CC4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12,25.0,-0.477121255,0,"5,8,13,14,16",591.7530000000002,6,3,2.910700000000001,0
329,Ergonovine,CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,50.0,0.0,0,"5,8,13,14,16",325.4120000000001,3,3,1.5346000000000002,1
330,Ergotamine,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21,2.0,-1.69019608,0,"5,8,13,14,16",581.6730000000001,6,3,1.990800000000002,0
331,Erlotinib,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,59.0,0.158068155,1,"5,8,12,13,14,16",393.4430000000002,7,1,3.405100000000002,1
332,Erythromycin,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,35.0,-0.268845312,0,"3,5,8,10,12,13,14,15,16",733.9370000000002,14,5,1.785600000000004,0
333,Esomeprazole,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,53.0,0.052178012,1,"3,5,8,13,14,16",345.4240000000001,5,1,2.8997400000000004,1
334,Estazolam,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,93.0,1.123384909,1,"5,8,13,14,16",294.745,4,0,3.2717000000000027,1
335,Estradiol,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,5.0,-1.278753601,0,"5,8,13,14,15,16",272.3879999999999,2,2,3.6092000000000026,1
336,Estradiol_17-valerate,CCCCC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C,3.0,-1.50965048,0,"5,8,13,14,16",356.5060000000001,3,1,5.350300000000006,0
337,Estramustine phosphate,CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2OP(=O)(O)O,43.7,-0.110026958,0,"10,16",520.3900000000002,4,2,5.299000000000007,0
338,Ethacrynic acid,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,99.0,1.995635195,1,"15,16",303.14099999999996,3,1,3.6057000000000023,1
339,Ethambutol,CCC(CO)NCCNC(CC)CO,77.0,0.524762889,1,"3,5,8,12,13,14,15,16",204.314,4,4,-0.292599999999999,1
340,Ethanol,CCO,80.0,0.602059991,1,"5,8,13,14,15,16",46.069,1,1,-0.0014000000000000123,1
341,Ethinylestradiol,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,40.0,-0.176091259,0,"5,8,13,14,15,16",296.4100000000001,2,2,3.6126000000000023,1
342,Ethionamide,CCc1cc(C(N)=S)ccn1,80.0,0.602059991,1,"5,8,13,14,15,16",166.24900000000002,2,1,1.2782,1
343,Ethopropazine,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,5.0,-1.278753601,0,"5,8,13,14,16",312.482,3,0,5.019600000000005,0
344,Ethosuximide,CCC1(C)CC(=O)NC1=O,93.0,1.123384909,1,"5,8,13,14,15,16",141.17,2,1,0.4491999999999999,1
345,Ethoxzolamide,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,65.0,0.268845312,1,"5,8,13,14,16",258.32399999999996,5,1,1.3424,1
346,Etidocaine,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,0.0,-2.0,0,"5,8,13,14,16",276.42400000000004,2,1,3.7524400000000018,1
347,Etidronic Acid,CC(O)(P(=O)(O)O)P(=O)(O)O,5.0,-1.278753601,0,"5,8,13,14,15,16",206.027,3,5,-0.9922000000000002,1
348,Etilefrine,CCNCC(O)c1cccc(O)c1,55.0,0.087150176,1,"10,16",181.23499999999999,3,3,1.0351,1
349,Etodolac,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,90.0,0.954242509,1,"5,8,13,14,15,16",287.35900000000004,2,2,3.383000000000002,1
350,Etofylline,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,80.0,0.602059991,1,"5,8,13,14,16",224.21999999999997,7,1,-1.5739999999999998,1
351,Etoposide,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,52.0,0.034762106,1,"5,8,10,12,13,14,15,16",588.5620000000004,13,3,1.3385999999999993,0
352,Etoricoxib,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,99.0,1.995635195,1,"5,8,13,14,16",358.8500000000001,4,0,4.175920000000004,1
353,Etretinate,CCOC(=O)C=C(C)C=CC=C(C)C=Cc1c(C)cc(OC)c(C)c1C,40.0,-0.176091259,0,"5,8,13,14,16",354.4900000000001,3,0,5.645560000000007,0
354,Exemestane,C=C1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,42.0,-0.140178703,0,"5,8,13,14,16",296.41,2,0,4.029500000000003,1
355,Ezetimibe,O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1,50.0,0.0,0,"5,8,13,14,16",409.4320000000001,3,2,4.888300000000004,1
356,Famciclovir,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,77.0,0.524762889,1,"3,5,8,13,14,16",321.33700000000016,9,1,0.5409999999999998,1
357,Famotidine,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,42.0,-0.140178703,0,"5,8,12,13,14,15,16",337.456,6,4,-0.7679999999999998,1
358,Felbamate,NC(=O)OCC(COC(N)=O)c1ccccc1,90.0,0.954242509,1,"5,8,12,13,14,15,16",238.24300000000002,4,2,0.9607999999999993,1
359,Felodipine,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,15.0,-0.753327667,0,"5,8,10,12,13,14,15,16",384.259,5,1,3.9643000000000033,1
360,Femoxetine,COc1ccc(OCC2CN(C)CCC2c2ccccc2)cc1,8.0,-1.06069784,0,"5,8,13,14,16",311.42499999999995,3,0,3.8095000000000026,1
361,Fenbufen,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,78.0,0.549671922,1,"5,8,13,14,16",254.28500000000003,2,1,3.4011000000000022,1
362,Fenflumizole,COc1ccc(-c2nc(-c3ccc(F)cc3F)[nH]c2-c2ccc(OC)cc2)cc1,50.0,0.0,0,"3,5,8,13,14,16",392.40500000000014,3,1,5.706100000000005,0
363,Fenoldopam,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,6.0,-1.194976603,0,"5,8,13,14,16",305.76099999999997,4,4,2.734400000000001,1
364,Fenoterol,CC(Cc1ccc(O)cc1)NC(O)Cc1cc(O)cc(O)c1,2.0,-1.69019608,0,"5,8,13,14,16",303.358,5,5,1.8850999999999998,1
365,Fenspiride,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,90.0,0.954242509,1,"5,8,10,13,14,16",260.337,3,1,1.8034999999999997,1
366,Fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,1.0,-1.995635195,0,"5,8,13,14,15,16",336.47900000000004,2,0,4.136700000000004,1
367,Fexofenadine,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,70.0,0.367976785,1,"15,16",501.66700000000014,4,3,5.510500000000006,0
368,Finasteride,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,63.0,0.231138825,1,"5,8,10,12,13,14,15,16",372.55300000000017,2,2,3.8145000000000024,1
369,Flecainide,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,95.0,1.278753601,1,"5,8,10,12,13,14,15,16",414.34600000000006,4,2,3.4407000000000014,1
370,Fleroxacin,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,99.0,1.995635195,1,"10,16",369.3430000000002,5,1,1.6991999999999998,1
371,Floxuridine,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,90.0,0.954242509,1,"5,8,13,14,16",246.194,6,3,-1.6836,1
372,FLUCLOXACILLIN,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,60.0,0.176091259,1,"3,5,8,13,14,15,16",453.8790000000002,6,2,2.6878199999999994,1
373,Fluconazole,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,90.0,0.954242509,1,"5,8,10,12,13,14,15,16",306.276,7,1,0.7357999999999993,1
374,Flucytosine,Nc1nc(=O)[nH]cc1F,84.0,0.720159303,1,"3,5,8,10,12,13,14,15,16",129.09399999999997,3,2,-0.5088000000000001,1
375,Fludarabine,Nc1nc(F)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,57.5,0.131278915,1,"15,16",365.21400000000006,10,5,-1.7239000000000007,1
376,Flumazenil,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,16.0,-0.720159303,0,"5,8,10,13,14,16",303.293,5,0,1.7736999999999998,1
377,Flunisolide,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,6.7,-1.143806841,0,"3,5,8,13,14,15,16",434.50400000000025,6,2,2.2747000000000006,1
378,Flunitrazepam,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,80.0,0.602059991,1,"5,8,12,13,14,15,16",313.28800000000007,4,0,2.5477000000000007,1
379,Fluocortolone,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1C(=O)CO,90.0,0.954242509,1,"3,5,8,13,14,16",376.4680000000002,4,2,2.6367000000000016,1
380,Fluorescein,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,99.0,1.995635195,1,"5,8,13,14,16",332.31100000000004,5,2,3.6658000000000017,1
381,FLUOROURACIL,O=c1[nH]cc(F)c(=O)[nH]1,28.0,-0.410174465,0,"5,8,13,14,15,16",130.078,2,2,-0.7977000000000001,1
382,Fluoxetine,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,60.0,0.176091259,1,"5,8,12,13,14,15,16",309.33099999999996,2,1,4.435000000000003,1
383,Fluoxymesterone,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C,99.0,1.995635195,1,"5,8,13,14,16",336.44700000000006,3,2,3.332200000000002,1
384,Flupenthixol,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,50.0,0.0,0,"5,8,13,14,16",434.52700000000016,4,1,4.601700000000005,1
385,Fluphenazine,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,2.7,-1.556749076,0,"3,5,8,12,13,14,16",437.5310000000002,5,1,4.308100000000003,1
386,Flupirtine,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,90.0,0.954242509,1,"5,8,10,13,14,16",304.32500000000005,5,3,2.9834000000000005,1
387,Flurazepam,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,83.0,0.688629171,1,"5,8,13,14,15,16",387.88600000000014,3,0,4.004900000000003,1
388,Flurbiprofen,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,92.0,1.06069784,1,"5,8,12,13,14,15,16",244.265,1,1,3.6808000000000023,1
389,Flutamide,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,90.0,0.954242509,1,"5,8,13,14,16",276.21399999999994,3,1,3.2081000000000017,1
390,Fluticasone_propionate,CCC(=O)OC1(C(=O)SCF)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1.0,-1.995635195,0,"5,8,13,14,16",500.57900000000024,6,1,4.430000000000004,0
391,Fluvastatin,CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,24.0,-0.500602351,0,"3,5,8,10,12,13,14,15,16",411.473,4,3,4.628100000000003,1
392,Fluvoxamine,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,53.0,0.052178012,1,"5,8,12,13,14,15,16",318.339,4,1,3.201500000000001,1
393,Folic Acid,Nc1nc2ncc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1,75.0,0.477121255,1,"5,8,13,14,16",441.40400000000017,9,6,-0.04479999999999945,0
394,Folinic acid,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,4.0,-1.380211242,0,"10,16",473.4460000000002,9,7,-0.7310999999999974,0
395,Foscarnet,O=C(O)P(=O)(O)O,9.0,-1.004798883,0,"5,8,10,13,14,15,16",126.00399999999998,2,3,-0.1579000000000001,1
396,Fosfomycin,CC1OC1P(=O)(O)O,31.0,-0.347487397,0,"5,8,10,12,13,14,15,16",138.059,2,2,-0.09110000000000007,1
397,Fosinopril,CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1CC(C2CCCCC2)CC1C(=O)O)C(C)C,34.0,-0.288065018,0,"5,8,13,14,15,16",563.6720000000004,6,1,6.121300000000007,0
398,Frovatriptan,CNC1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,27.0,-0.431959096,0,"5,8,10,13,14,16",243.30999999999997,2,3,1.3435,1
399,Fructose,OCC1(O)OCC(O)C(O)C1O,50.0,0.0,0,"5,8,13,14,16",180.156,6,5,-3.2197999999999998,1
400,Furosemide,NS(=O)(=O)c1cc(Cl)cc(NCc2ccco2)c1C(=O)O,71.0,0.388860351,1,"5,8,10,12,13,14,15,16",330.7490000000001,5,3,1.8907000000000005,1
401,Fusidic acid,CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O,91.0,1.004798883,1,"5,8,13,14,15,16",516.7190000000004,5,3,5.6661000000000055,0
402,Gabapentin,NCC1(CC(=O)O)CCCCC1,60.0,0.176091259,1,"3,5,8,10,12,13,14,15,16",171.23999999999992,2,2,1.3702999999999994,1
403,Galantamine,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,99.0,1.995635195,1,"5,8,12,13,14,16",287.35900000000004,4,1,1.8503,1
404,Ganciclovir,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,4.0,-1.380211242,0,"5,8,10,12,13,14,15,16",255.23399999999998,8,4,-1.970899999999999,1
405,Gatifloxacin,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,96.0,1.380211242,1,"5,8,10,13,14,15,16",375.40000000000015,6,2,1.9804,1
406,Gefitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,60.0,0.176091259,1,"3,5,8,13,14,16",446.9100000000004,7,1,4.275600000000003,1
407,Gemfibrozil,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,98.0,1.69019608,1,"5,8,12,13,14,15,16",250.33799999999997,2,1,3.573240000000002,1
408,Genaconazole,CC(C(O)(Cn1cncn1)c1ccc(F)cc1F)S(C)(=O)=O,99.0,1.995635195,1,"5,8,10,13,14,16",331.34400000000005,6,1,0.8772000000000002,1
409,Gentamicin_C1a,CCC1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,0.0,-2.0,0,"5,8,13,14,16",448.56100000000015,11,7,-2.5253999999999928,0
410,Gestodene,C#CC1(O)C=CC2C3CCC4=CC(=O)CCC4C3CCC21CC,93.0,1.123384909,1,"5,8,13,14,16",310.43700000000007,2,1,3.6586000000000025,1
411,Ginkgolide A,CC1C(=O)OC2CC34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C21O,80.0,0.602059991,1,"10,16",408.40300000000013,9,2,-0.3402999999999995,1
412,Ginkgolide B,CC1C(=O)OC2C(O)C34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C12O,88.0,0.865301426,1,"10,16",424.40200000000016,10,3,-1.3694999999999982,1
413,Gliclazide,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,97.0,1.50965048,1,"5,8,13,14,16",323.4180000000001,4,2,1.6298199999999994,1
