"SMILES","CASRN","EXTERNALID","N","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","Bioavailability","Dataset","Administration route","INCHI_KEY"
"C=1(C(C2CCCCC2)(C(OCC#CCN(CC)CC)=O)O)C=CC=CC1","-","-","AUTO_764","Oxybutynin","A139796","32379452","-","-","Low","Train","oral","XIQVNETUBQGFHX-UHFFFAOYSA"
"CCN(CC)C(=O)C1CN2CCC3=CC(OC)=C(OC)C=C3C2CC1OC(C)=O","-","-","AUTO_765","Benzquinamide","A139796","32379452","-","-","Low","Train","oral","JSZILQVIPPROJI-UHFFFAOYSA"
"C=1(OC(N(CCCCCCN(C(OC=2C=[N+](C=CC2)C)=O)C)C)=O)C=[N+](C=CC1)C.[Br-].[Br-]","-","-","AUTO_766","Distigmine","A139796","32379452","-","-","Low","Train","oral","GJHSNEVFXQVOHR-UHFFFAOYSA"
"C1C2C3C(C(C(C)=O)(O)CC3)(CCC2C4(C(=CC(=O)CC4)C1C)C)C","-","-","AUTO_767","Medroxyprogesterone","A139796","32379452","-","-","Low","Train","oral","FRQMUZJSZHZSGN-UHFFFAOYSA"
"CC#CCC(C)C(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O","-","-","AUTO_768","Iloprost","A139796","32379452","-","-","Low","Train","oral","HIFJCPQKFCZDDL-NYBPDPFASA"
"C(C(=O)N)(C=1C(Cl)=CC=CC1)(CCN(C(=O)C)C(C)C)CCN2CCCCC2","-","-","AUTO_769","BIDISOMIDE","A139796","32379452","-","-","High","Train","oral","GTEPPJFJSNSNIH-UHFFFAOYSA"
"CCCCS(=O)(=O)NC(CC=1C=CC(OCCCCC2CCNCC2)=CC1)C(O)=O","-","-","AUTO_770","Tirofiban","A139796","32379452","-","-","Low","Train","oral","COKMIXFXJJXBQG-UHFFFAOYSA"
"N1(C(N(C)C(C1=O)(C)C)=O)CC(C(C(N2CCCCC2)=O)CC3CCCC3)C(=O)NO","-","-","AUTO_771","cipemastat","A139796","32379452","-","-","Low","Train","oral","GFUITADOEPNRML-SJORKVTESA"
"ClC1C(C(C(O)C1)C=CC(O)C(CCCC)(C)C)CC=CCCCC(O)=O","-","-","AUTO_772","NOCLOPROST","A139796","32379452","-","-","Low","Train","oral","AIOFTOLPMOTZKD-LASHMREHSA"
"C(C1C(C(=O)CC1O)CCCCCCC(OC)=O)=CCC(CCCC)(C)O","-","-","AUTO_773","Misoprostol","A139796","32379452","-","-","High","Train","oral","OJLOPKGSLYJEMD-ZRDIBKRKSA"
"NCCC(C(NC1CC(C(C(C1OC2OC(C(C(C2O)N)O)CO)O)OC3OC(C(C(C3O)O)O)CN)N)=O)O","-","-","AUTO_774","amikacin","A139796","32379452","-","-","Low","Train","oral","LKCWBDHBTVXHDL-UHFFFAOYSA"
"NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC3OC(CO)C(O)C(N)C3O","-","-","AUTO_775","ARBEKACIN","A139796","32379452","-","-","Low","Train","oral","MKKYBZZTJQGVCD-XTCKQBCOSA"
"FC1=CC=2C(=C(C(=NC2C=C1)C3=CC=C(C=C3)C=4C(F)=CC=CC4)C)C(O)=O","-","-","AUTO_776","Brequinar","A139796","32379452","-","-","High","Train","oral","PHEZJEYUWHETKO-UHFFFAOYSA"
"O=c1c2c(OCC(O)COc3c4c(cc(C(O)=O)oc4ccc3)=O)cccc2oc(C(O)=O)c1","-","-","AUTO_777","Cromoglicic acid","A139796","32379452","-","-","Low","Train","oral","IMZMKUWMOSJXDT-UHFFFAOYSA"
"N1C(C2=CC=C(C=C2)OC)=C(N=C1C3=C(C=C(C=C3)F)F)C=4C=CC(=CC4)OC","-","-","AUTO_778","fenflumizole","A139796","32379452","-","-","High","Train","oral","ITFWPRPSIAYKMV-UHFFFAOYSA"
"C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4","-","-","AUTO_779","Sulfinpyrazone","A139796","32379452","-","-","High","Train","oral","MBGGBVCUIVRRBF-UHFFFAOYSA"
"N=1C(=NNC1O)CN2C(C(OC(C=3C=C(C(F)(F)F)C=C(C(F)(F)F)C3)C)OCC2)C=4C=CC(=CC4)F","-","-","AUTO_780","Aprepitant","A139796","32379452","-","-","High","Train","oral","ATALOFNDEOCMKK-PAXFEQQMSA"
"O=C1N(C2=NC(=NC(=C2CC1)C)C)CC3=CC=C(C=C3)C=4C(=CC=CC4)C5=NNN=N5","-","-","AUTO_781","Tasosartan","A139796","32379452","-","-","High","Train","oral","ADXGNEYLLLSOAR-UHFFFAOYSA"
"C=1C=C(C=CC1C(=N)N(C)C)C(NC2=C(C=C(C=C2)OC)C(=O)NC3=CC=C(C=N3)Cl)=O","-","-","AUTO_782","Betrixaban","A139796","32379452","-","-","Low","Train","oral","XHOLNRLADUSQLD-UHFFFAOYSA"
"C=1(CC(=O)O)N2CC(CC2=C(C3=CC=CC=C3)C1C4=CC=C(C=C4)Cl)(C)C","-","-","AUTO_783","Licofelone","A139796","32379452","-","-","High","Train","oral","UAWXGRJVZSAUSZ-UHFFFAOYSA"
"S1C2(N(C(C1(C([H])([H])[H])C([H])([H])[H])(C(O[H])=O)[H])C(=O)C2(N(C(=O)C(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])(C(OC4=C(C(=C(C(=C4[H])[H])[H])[H])[H])=O)[H])[H])[H])[H]","-","-","AUTO_784","Carfecillin","A139796","32379452","-","-","Low","Train","oral","NZDASSHFKWDBBU-KVMCETHSSA"
"O1C(C(C=2C=C3N(C(C2C1)=O)CC=4C=C5C(=NC34)C=CC(=C5CN(C)C)O)(CC)O)=O","-","-","AUTO_785","Topotecan","A139796","32379452","-","-","Low","Train","oral","UCFGDBYHRUNTLO-UHFFFAOYSA"
"S1C(CC(=CC=2N(C(=NC2)CCCC)CC3=CC=C(C=C3)C(O)=O)C(O)=O)=CC=C1","-","-","AUTO_786","Eprosartan","A139796","32379452","-","-","Low","Train","oral","OROAFUQRIXKEMV-LDADJPATSA"
"CCCN=C1N(C(C(S1)=CC2=CC(=C(C=C2)OCC(O)CO)Cl)=O)C3=C(C=CC=C3)C","-","-","AUTO_787","Ponesimod","A139796","32379452","-","-","High","Train","oral","LPAUOXUZGSBGDU-STDDISTJSA"
"OCCN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C(F)(F)F)C=C4","-","-","AUTO_788","FLUPENTHIXOL","A139796","32379452","-","-","High","Train","oral","NJMYODHXAKYRHW-BLLMUTORSA"
"C1=CC=CC=C1C(C2=CC=CC=C2)CCNC(C)C3=CC=CC=C3","-","-","AUTO_789","Fendiline","A139796","32379452","-","-","Low","Train","oral","NMKSAYKQLCHXDK-UHFFFAOYSA"
"O(CC1NC(=O)C(CC(OC)=O)C1)C2=CC=C(C3=CC=C(C(N)=NC(OC)=O)C=C3)C=C2","-","-","AUTO_790","Lefradafiban","A139796","32379452","-","-","Low","Train","oral","PGCFXITVMNNKON-ROUUACIJSA"
"C=12C(=CC(OC)=C(C1)OC)C(=NC(=N2)N3CCN(C(C4OC=5C(=CC=CC5)OC4)=O)CC3)N","-","-","AUTO_791","doxazosin","A139796","32379452","-","-","High","Train","oral","RUZYUOTYCVRMRZ-UHFFFAOYSA"
"O(C1C2CCN(C1)CC2)C(=O)N3C(C=4C(CC3)=CC=CC4)C5=CC=CC=C5","-","-","AUTO_792","Solifenacin","A139796","32379452","-","-","High","Train","oral","FBOUYBDGKBSUES-KEKNWZKVSA"
"CC(C(=O)N1CC2=CC=CC=C2CC1C(=O)O)NC(CCC3=CC=CC=C3)C(=O)O","-","-","AUTO_793","Quinaprilat","A139796","32379452","-","-","High","Train","oral","FLSLEGPOVLMJMN-YSSFQJQWSA"
"ClC1=C(N2CCN(CC2)CCCCOC3=CC=4NC(=O)CCC4C=C3)C=CC=C1Cl","-","-","AUTO_794","ARIPIPRAZOLE","A139796","32379452","-","-","High","Train","oral","CEUORZQYGODEFX-UHFFFAOYSA"
"CC=1N=C2CCCCN2C(C1CCN3CCC(C4=NOC5=C4C=CC(F)=C5)CC3)=O","-","-","AUTO_795","Risperidone","A139796","32379452","-","-","High","Train","oral","RAPZEAPATHNIPO-UHFFFAOYSA"
"C=1(C2=C(C=C(F)C=C2)ON1)C3CCN(CCC=4C(N5C(C(CCC5)O)=NC4C)=O)CC3","-","-","AUTO_796","Paliperidone","A139796","32379452","-","-","Low","Train","oral","PMXMIIMHBWHSKN-LJQANCHMSA"
"CN(C)C1C2CC3CC=4C(=CC=C(O)C4C(=O)C3=C(O)C2(O)C(=O)C(=C1O)C(N)=O)N(C)C","-","-","AUTO_797","Minocycline","A139796","32379452","-","-","High","Train","oral","DYKFCLLONBREIL-UHFFFAOYSA"
"CCN1CCN(C(=O)NC(C(=O)NC2C3SC(C)(C)C(N3C2=O)C(=O)O)C4=CC=CC=C4)C(=O)C1=O","-","-","AUTO_798","piperacillin","A139796","32379452","-","-","Low","Train","oral","IVBHGBMCVLDMKU-UHFFFAOYSA"
"COC1=CC=C(Cl)C=C1C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3=CC=CC=C3","-","-","AUTO_799","Glibenclamide","A139796","32379452","-","-","High","Train","oral","OPIKUGZDONZWIR-UHFFFAOYSA"
"C1CN(CCN1C)CCCCN2C(CN(N=CC=3OC(=CC3)C4=CC=C(C=C4)Cl)C2=O)=O","-","-","AUTO_800","azimilide","A139796","32379452","-","-","High","Train","oral","MREBEPTUUMTTIA-PCLIKHOPSA"
"N1=C(SCCC)N=C(C2=C1N(N=N2)C3C(C(C(C3)OCCO)O)O)NC4CC4C5=CC(=C(C=C5)F)F","-","-","AUTO_801","Ticagrelor","A139796","32379452","-","-","Low","Train","oral","OEKWJQXRCDYSHL-FNOIDJSQSA"
"S1C(CN(C(=O)C(NC(CCC2=CC=CC=C2)C(OCC)=O)C1)CC(O)=O)C=3SC=CC3","-","-","AUTO_802","Temocapril","A139796","32379452","-","-","High","Train","oral","FIQOFIRCTOWDOW-IJXZTRCJSA"
"C12(C(C(N(C)C)C(C(=C1O)C(=O)N)=O)C(O)C3C(C2=O)=C(C4=C(C=CC=C4O)C3=C)O)O","-","-","AUTO_803","Methacycline","A139796","32379452","-","-","High","Train","oral","XIYOPDCBBDCGOE-IWVLMIASSA"
"FC12C(C3(C(C4(OC(OC4(C3([H])[H])[H])(C([H])([H])[H])C([H])([H])[H])C(=O)C(O[H])([H])[H])(C(C1(O[H])[H])([H])[H])C([H])([H])[H])[H])(C(C(C=5C2(C([H])([H])[H])C(=C(C(=O)C5[H])[H])[H])([H])[H])([H])[H])[H]","-","-","AUTO_804","Triamcinolone_acetonide","A139796","32379452","-","-","Low","Train","oral","YNDXUCZADRHECN-JNQJZLCISA"
"C1(=C(C=2C=CC(C)=CC2)N=C3N1C=C(C)C=C3)CC(N(C)C)=O","-","-","AUTO_805","zolpidem","A139796","32379452","-","-","High","Train","oral","ZAFYATHCZYHLPB-UHFFFAOYSA"
"C1=CC=CC=C1C2(C(=O)OCC)CCN(CCC(O)C3=CC=CC=C3)CC2","-","-","AUTO_806","PHENOPERIDINE","A139796","32379452","-","-","Low","Train","oral","IPOPQVVNCFQFRK-UHFFFAOYSA"
"C=1(C=CC=CC1)C(C(=O)OC2CCN(CC2)C)(OCCC)C=3C=CC=CC3","-","-","AUTO_807","Propiverine","A139796","32379452","-","-","Low","Train","oral","QPCVHQBVMYCJOM-UHFFFAOYSA"
"ClC1=CC=2N=C3C(=C(NC(CCCN(CC)CC)C)C2C=C1)C=C(OC)C=C3","-","-","AUTO_808","quinacrine","A139796","32379452","-","-","Low","Train","oral","GPKJTRJOBQGKQK-INIZCTEOSA"
"O1C2C34C(C(N(CC3)C)CC5=C4C1=C(OCCN6CCOCC6)C=C5)C=CC2O","-","-","AUTO_809","PHOLCODINE","A139796","32379452","-","-","High","Train","oral","GPFAJKDEDBRFOS-SLITUTQKSA"
"C1(C=2C(OC=3C1=CC=CC3)=CC=CC2)C(OCC[N+](C(C)C)(C(C)C)C)=O","-","-","AUTO_810","propantheline","A139796","32379452","-","-","Low","Train","oral","VVWYOYDLCMFIEM-UHFFFAOYSA"
"O(C1=C(C(=C(C(=C1)C)C=CC(C)=CC=CC(C)=CC(OCC)=O)C)C)C","-","-","AUTO_811","etretinate","A139796","32379452","-","-","Low","Train","oral","HQMNCQVAMBCHCO-DJRRULDNSA"
"C1C(C=C2CCC3C(C2C1)CCC4(C(C(CC34)=C)(OC(C)=O)C(C)=O)C)=O","-","-","AUTO_812","Elcometrine","A139796","32379452","-","-","Low","Train","oral","CKFBRGLGTWAVLG-GOMYTPFNSA"
"C=1C=CC=CC1C(C(OC(=O)C)CC)(C=2C=CC=CC2)CC(N(C)C)C","-","-","AUTO_813","Methadyl acetate","A139796","32379452","-","-","Low","Train","oral","XBMIVRRWGCYBTQ-UHFFFAOYSA"
"OC(CNC(CC)(C)C)COC=1C(C(=O)CCC2=CC=CC=C2)=CC=CC1","-","-","AUTO_814","Diprafenone","A139796","32379452","-","-","Low","Train","oral","VDKMYSMWQCFYBQ-UHFFFAOYSA"
"C1(=C(OC)C(CC=C(CCC(OCCN2CCOCC2)=O)C)=C(C=3C(OCC31)=O)O)C","-","-","AUTO_815","mycophenolate_mofetil","A139796","32379452","-","-","Low","Train","oral","RTGDFNSFWBGLEC-SYZQJQIISA"
"ClCCN(C(OC1=CC2=C(C3C(C4C(C(OP(O)(O)=O)CC4)(CC3)C)CC2)C=C1)=O)CCCl","-","-","AUTO_816","ESTRAMUSTINE PHOSPHATE","A139796","32379452","-","-","High","Train","oral","ADFOJJHRTBFFOF-RBRWEJTLSA"
"C1=CC=CC=C1CCC(C(=O)OCC)NC(C)C(=O)N2C3CCCC3CC2C(=O)O","-","-","AUTO_817","Ramipril","A139796","32379452","-","-","Low","Train","oral","HDACQVRGBOVJII-UHFFFAOYSA"
"N1(C(C(NC2=C(C1)C=C(C(N3CCC(CC3)C4CCNCC4)=O)C=C2)CC(=O)O)=O)C","-","-","AUTO_818","Lotrafiban","A139796","32379452","-","-","Low","Train","oral","PYZOVVQJTLOHDG-FQEVSTJZSA"
"O=C(C1(C2(C(C3(C(C(C2([H])[H])([H])[H])(C4(C(C(=C3[H])C([H])([H])[H])=C(C(=O)C(C4([H])[H])([H])[H])[H])C([H])([H])[H])[H])[H])(C(C1([H])[H])([H])[H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]","-","-","AUTO_819","medrogestone","A139796","32379452","-","-","High","Train","oral","HCFSGRMEEXUOSS-SAEZQQPQSA"
"O=C1N=C(N2C(C1(CCN(C(C)C)C(C)C)C3=CC=CC=C3)CCCC2)C","-","-","AUTO_820","Actisomide","A139796","32379452","-","-","Low","Train","oral","QAHRRCMLXFLZTF-FYYLOGMGSA"
"C(CN1CCCC1)(N=C(O)CCCCCCC)C(O)C2=CC3=C(OCCO3)C=C2","-","-","AUTO_821","Eliglustat","A139796","32379452","-","-","High","Train","oral","FJZZPCZKBUKGGU-AUSIDOKSSA"
"C1=2C=CC(C)C(C1C(CC(O)C2)OC(C(CC)C)=O)CCC(CC(CC(O)=O)O)O","-","-","AUTO_822","Pravastatin","A139796","32379452","-","-","Low","Train","oral","TUZYXOIXSAXUGO-UHFFFAOYSA"
"O1C(OC2C(C(OC3C(C(N)CC(N)C3O)OC4C(N)C(O)C(O)C(O4)CO)OC2CO)O)C(C(C(C1CN)O)O)N","-","-","AUTO_823","Paromomycin","A139796","32379452","-","-","Low","Train","oral","UOZODPSAJZTQNH-UHFFFAOYSA"
"C=1(C=CC=CC1C=2C=CC(CN3C(=NC4=C3C(C(=O)O)=CC=C4)OCC)=CC2)C5=NN=NN5","-","-","AUTO_824","Candesartan","A139796","32379452","-","-","Low","Train","oral","HTQMVQVXFRQIKW-UHFFFAOYSA"
"FC1=CC=C(N2C(C(CCC(O)C3=CC=C(F)C=C3)C2=O)C4=CC=C(O)C=C4)C=C1","-","-","AUTO_825","Ezetimibe","A139796","32379452","-","-","High","Train","oral","OLNTVTPDXPETLC-XPWALMASSA"
"C1=CC=C(C2=C1NC(O2)=O)N3CCN(CC3)CC=4C=CC=C(C4)C5=CC=CC=C5","-","-","AUTO_826","Bifeprunox","A139796","32379452","-","-","High","Train","oral","CYGODHVAJQTCBG-UHFFFAOYSA"
"S(=O)(=O)(NC1=CC(OC)=C(NC=2C=3C(N=C4C2C=CC=C4C(=O)NC)=C(C=CC3)C)C=C1)C.S(O)(=O)(=O)CCO","-","-","AUTO_827","Amsalog","A139796","32379452","-","-","Low","Train","oral","MWXDBWAFWBSGFA-UHFFFAOYSA"
"C=1(C=C2C(=NC=NC2=CC1OCCCN3CCOCC3)NC=4C=CC(F)=C(Cl)C4)NC(C=C)=O","-","-","AUTO_828","Canertinib","A139796","32379452","-","-","Low","Train","oral","OMZCMEYTWSXEPZ-UHFFFAOYSA"
"N1(CC=2C=CC(=CC2)F)C(N3CCC(CC3)N(C)C4=NC=CC(N4)=O)=NC5=C1C=CC=C5","-","-","AUTO_829","mizolastine","A139796","32379452","-","-","High","Train","oral","PVLJETXTTWAYEW-UHFFFAOYSA"
"C=12OC(C3=CC=CC=C3)=C(C)C(=O)C1C=CC=C2C(=O)OCCN4CCCCC4","-","-","AUTO_830","Flavoxate","A139796","32379452","-","-","High","Train","oral","SPIUTQOUKAMGCX-UHFFFAOYSA"
"C=1(N(C=2C=CC=CC2C1C=3C=CC(=CC3)F)C(C)C)C=CC(CC(CC(=O)O)O)O","-","-","AUTO_831","Fluvastatin","A139796","32379452","-","-","Low","Train","oral","FJLGEFLZQAZZCD-FUTHQCHMSA"
"N1C2=C(C(OCC(O)CNCCOC=3C(OC)=CC=CC3)=CC=C2)C=4C1=CC=CC4","-","-","AUTO_832","Carvedilol","A139796","32379452","-","-","Low","Train","oral","OGHNVEJMJSYVRP-KRWDZBQOSA"
"CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC","-","-","AUTO_833","Iloperidone","A139796","32379452","-","-","High","Train","oral","XMXHEBAFVSFQEX-UHFFFAOYSA"
"C=1C=CC=CC1C(C=2C=CC=CC2)CCNC(C)CC=3C=CC=CC3","-","-","AUTO_834","Prenylamine","A139796","32379452","-","-","Low","Train","oral","IFFPICMESYHZPQ-UHFFFAOYSA"
"CC1=C(C(=C2CCC(OC2=C1C)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C)O","-","-","AUTO_835","Troglitazone","A139796","32379452","-","-","Low","Train","oral","GXPHKUHSUJUWKP-UHFFFAOYSA"
"N1(C=2C(OC)=CC=CC2)CCN(CC1)CC(COC=3C=4C(=CC=CC4)C=CC3)O","-","-","AUTO_836","naftopidil","A139796","32379452","-","-","Low","Train","oral","HRRBJVNMSRJFHQ-UHFFFAOYSA"
"C=12C=CC=CC1CCC(C(N2CC(O)=O)=O)NC(CCC=3C=CC=CC3)C(OCC)=O","-","-","AUTO_837","Benazepril","A139796","32379452","-","-","Low","Train","oral","XPCFTKFZXHTYIP-UHFFFAOYSA"
"O(C(=O)C(N(C(C1=C(C(=C(C(=C1[H])[H])C=2C(=C(C(=C(C2[H])[H])[H])[H])C3=NN(N=N3)[H])[H])[H])([H])[H])C(=O)C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])[H]","-","-","AUTO_838","Valsartan","A139796","32379452","-","-","Low","Train","oral","ACWBQPMHZXGDFX-QFIPXVFZSA"
"O=C1C(CC2CCN(CC=3C=CC=CC3)CC2)CC=4C1=CC(OC)=C(OC)C4","-","-","AUTO_839","Donepezil","A139796","32379452","-","-","High","Train","oral","ADEBPBSSDYVVLD-UHFFFAOYSA"
"CN(C)C(=O)C1CCC(C(C1)NC(=O)C2=NC=3CCN(C)CC3S2)NC(=O)C(=O)NC4=CC=C(C=N4)Cl","-","-","AUTO_840","Edoxaban","A139796","32379452","-","-","Low","Train","oral","HGVDHZBSSITLCT-JLJPHGGASA"
"C1(=O)C=C2C(F)CC3C4CC5C(C(=O)CO)(OC(C)(C)O5)C4(C)CC(O)C3(F)C2(C)C=C1","-","-","AUTO_841","FLUOCINOLONE ACETONIDE","A139796","32379452","-","-","Low","Train","oral","FEBLZLNTKCEFIT-UHFFFAOYSA"
"N1(CC)C(=O)C(C(C1)CCN2CCOCC2)(C=3C=CC=CC3)C=4C=CC=CC4","-","-","AUTO_842","doxapram","A139796","32379452","-","-","High","Train","oral","XFDJYSQDBULQSI-UHFFFAOYSA"
"O1C2(C3C(C4C2(CCC5C4C6C(C6)C=7C5(CCC(=O)C7)C)C)C3)CCC1=O","-","-","AUTO_843","Drospirenone","A139796","32379452","-","-","High","Train","oral","METQSPRSQINEEU-HXCATZOESA"
"O1C23C(C4C(CC12)(C5(OC(=O)CC5)CC4)C)C(CC=6C3(CCC(=O)C6)C)C(OC)=O","-","-","AUTO_844","Eplerenone","A139796","32379452","-","-","High","Train","oral","JUKPWJGBANNWMW-VWBFHTRKSA"
"C12(C)C3C(O)CC4(C)C5(C(=O)CO)OC(C)(C)OC5CC4C3CC(F)C1=CC(=O)C=C2","-","-","AUTO_845","Flunisolide","A139796","32379452","-","-","Low","Train","oral","XSFJVAJPIHIPKU-UHFFFAOYSA"
"O(C=1C=C2CCNC(C2=CC1OCC)=CC3=CC(OCC)=C(OCC)C=C3)CC","-","-","AUTO_846","drotaverine","A139796","32379452","-","-","High","Train","oral","OMFNSKIUKYOYRG-MOSHPQCFSA"
"CC(OC1(C2(C)C(CC1)C3C=C(C)C4=CC(=O)CCC4(C3CC2)C)C(C)=O)=O","-","-","AUTO_847","megestrol acetate","A139796","32379452","-","-","High","Train","oral","RQZAXGRLVPAYTJ-UHFFFAOYSA"
"O=C1CCC2(C)C(CC(SC(C)=O)C3C2CCC4(C)C3CCC45OC(CC5)=O)=C1","-","-","AUTO_848","spironolactone","A139796","32379452","-","-","High","Train","oral","LXMSZDCAJNLERA-UHFFFAOYSA"
"O(CCN1CCN(CC1)CC(C)CN2C3=C(SC4=CC=CC=C24)C=CC=C3)CCO","-","-","AUTO_849","Dixyrazine","A139796","32379452","-","-","Low","Train","oral","MSYUMPGNGDNTIQ-UHFFFAOYSA"
"C=12N(CCCN3CCC(CCO)CC3)C4=CC(S(=O)(=O)N(C)C)=CC=C4SC1C=CC=C2","-","-","AUTO_850","Pipotiazine","A139796","32379452","-","-","Low","Train","oral","JOMHSQGEWSNUKU-UHFFFAOYSA"
"C=1C(=C(C(=CC1)C)NC(CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O)=O)C","-","-","AUTO_851","RANOLAZINE","A139796","32379452","-","-","Low","Train","oral","XKLMZUWKNUAPSZ-UHFFFAOYSA"
"C=12C(CC(C(=O)OCCN(CC)CC)CC3OCCC3)=CC=CC1C=CC=C2","-","-","AUTO_852","Nafronyl","A139796","32379452","-","-","Low","Train","oral","KBAFPSLPKGSANY-UHFFFAOYSA"
"O(CC(CC)CC)C(C1=CC=CC=C1)(C2=CC=CC=C2)C(OCCN(C)C)=O","-","-","AUTO_853","Denaverine","A139796","32379452","-","-","Low","Train","oral","FPTOUQZVCUIPHY-UHFFFAOYSA"
"N(C1=CC=CC=C1)(CC(N2CCCC2)COCC(C)C)CC3=CC=CC=C3","-","-","AUTO_854","bepridil","A139796","32379452","-","-","High","Train","oral","UIEATEWHFDRYRU-XMMPIXPASA"
"C1CCC2CC(C(=O)O)N(C(=O)C(C)NC(C(=O)OCC)CCC3=CC=CC=C3)C2C1","-","-","AUTO_855","trandolapril","A139796","32379452","-","-","High","Train","oral","VXFJYXUZANRPDJ-UHFFFAOYSA"
"O(C1(C2(C(C3C(C4(C(C(C3)C)=CC(=O)CC4)C)CC2)CC1)C)C(=O)C)C(=O)C","-","-","AUTO_856","Medroxyprogesterone_acetate","A139796","32379452","-","-","Low","Train","oral","PSGAAPLEWMOORI-PEINSRQWSA"
"C1(CCN1C(C(C2CCCCC2)NCC(OCC)=O)=O)C(=O)NCC3=CC=C(C=C3)C(=NO)N","-","-","AUTO_857","ximelagatran","A139796","32379452","-","-","Low","Train","oral","ZXIBCJHYVWYIKI-PZJWPPBQSA"
"O1C(C2C(CC(=O)CC2)C=3C1=CC(C(CCCCCC)(C)C)=CC3O)(C)C","-","-","AUTO_858","Nabilone","A139796","32379452","-","-","Low","Train","oral","GECBBEABIDMGGL-MOPGFXCFSA"
"CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C","-","-","AUTO_860","ursodeoxycholic acid","A139796","32379452","-","-","Low","Train","oral","RUDATBOHQWOJDD-UHFFFAOYSA"
"O1C(OC2C(OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)C(C(CC2N)N)O)C(C(C(O)C1CN)O)N","-","-","AUTO_861","neomycin","A139796","32379452","-","-","Low","Train","oral","PGBHMTALBVVCIT-KNSIFCLBSA"
"N1(C(=NC=2C1=C(C(=O)O)C=CC2)OCC)CC=3C=CC(C4=C(C=5N=C(O)ON5)C=CC=C4)=CC3","-","-","AUTO_862","Azilsartan","A139796","32379452","-","-","High","Train","oral","KGSXMPPBFPAXLY-UHFFFAOYSA"
"C=1C=CC=2N=C(C(=C(C(NC(CC)C=3C=CC=CC3)=O)C2C1)O)C=4C=CC=CC4","-","-","AUTO_863","Talnetant","A139796","32379452","-","-","High","Train","oral","BIAVGWDGIJKWRM-FQEVSTJZSA"
"O=C1N(NC(=C1NN=C2C(=O)C(C3=CC(=CC=C3)C(O)=O)=CC=C2)C)C4=CC(=C(C=C4)C)C","-","-","AUTO_864","Eltrombopag","A139796","32379452","-","-","High","Train","oral","TYEXNVNUZXJNBN-YYADALCUSA"
"C(C(=O)OC)(C(NC(C=1C=CC(=CC1)C=2C=C[N+](=CC2)[O-])=O)C)CC3=CC(C(=N)N)=CC=C3","-","-","AUTO_865","Otamixaban","A139796","32379452","-","-","Low","Train","oral","PFGVNLZDWRZPJW-OPAMFIHVSA"
"CCN1CCN(C(=O)NC(C(=O)NC2C3SCC(=C(N3C2=O)C(=O)O)CSC4=NN=NN4C)C5=CC=C(O)C=C5)C(=O)C1=O","-","-","AUTO_866","cefoperazone","A139796","32379452","-","-","Low","Train","oral","GCFBRXLSHGKWDP-UHFFFAOYSA"
"c1(c(oc2c1cccc2)CCCC)C(c3cc(c(c(c3)I)OCCN(CC)CC)I)=O","-","-","AUTO_867","Amiodarone","A139796","32379452","-","-","Low","Train","oral","IYIKLHRQXLHMJQ-UHFFFAOYSA"
"OC(COC=1C=CC=C2C=CC=CC12)CNC(C)(C)CCN3C(=O)NC4=CC=CC=C34","-","-","AUTO_868","adimolol","A139796","32379452","-","-","Low","Train","oral","YWRIUGFSIQMHJK-UHFFFAOYSA"
"COC1=CC2=C(CN(C(C2)C(O)=O)C(=O)C(C)NC(CCC3=CC=CC=C3)C(O)=O)C=C1OC","-","-","AUTO_869","Moexiprilat","A139796","32379452","-","-","Low","Train","oral","CMPAGYDKASJORH-YSSFQJQWSA"
"N1(C(=NN(C1=O)CCCN2CCN(C=3C=C(C=CC3)Cl)CC2)CC)CCOC=4C=CC=CC4","-","-","AUTO_870","Nefazodone","A139796","32379452","-","-","Low","Train","oral","VRBKIVRKKCLPHA-UHFFFAOYSA"
