Solubility_log(mol/L),SMILES
-3.09,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
-3.0888344498,CCCCCCCC/C=C/CCCCCCCC(=O)O.NCCO
-3.0887781924,CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C
-3.0887236136,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccccc12
-3.0885648226,C=C(C)C(=O)OC1CCCCC1
-3.085,COc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
-3.0832,O=C(O)c1ccc(NC(=O)c2cccnc2)cc1
-3.083,CC(=O)Nc1ccc(Br)cc1
-3.083,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12
-3.0827,CCOCN(C(=O)CCl)c1c(C)cccc1CC
-3.0824090581,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12
-3.082,CCCCOC(=O)c1ccc(N)cc1
-3.0813269237,Cc1ccccc1CCl
-3.0802067631,O=S(=O)(O)CCCNC1CCCCC1
-3.0802,OCC1C(CO)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl
-3.08,CC(=O)Nc1ccc(Br)cc1
-3.08,CCCCCBr
-3.08,CCCCc1ccc(C(=O)O)cc1
-3.08,CNc1ccc(S(=O)(=O)N(C)C)cc1
-3.08,Cc1ccc(Cl)cc1
-3.08,NS(=O)(=O)c1ccccc1-c1nc2ccccc2c(=O)[nH]1
-3.08,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl
-3.08,Oc1ccc(N=Nc2ccccc2)c(O)c1
-3.0799294806999997,CC(C)CC1CC(C)CCO1
-3.0798864018,C=CC1CC2C=CC1C2
-3.0798638184,CC(=O)/C=C/C1=C(C)CCCC1(C)C
-3.0797644375,CC(C)C(=O)OCCc1ccccc1
-3.0765,CCCCCCCCCCNC(=O)c1cccnc1
-3.0753,CCCCCBr
-3.0742274262,O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Al+3].[Al+3].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2]
-3.0741522070999996,CC12CCCC(C)(CC1)C2=NO
-3.0721598006999997,Clc1cccc(Cl)c1
-3.0709,CN(C)P(=O)(N(C)C)n1nc(-c2ccccc2)nc1N
-3.07,C1=NC=NC2N=C(c3ccccc3)N=C12
-3.07,C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12
-3.07,Nc1ccc(Br)cc1C(=O)O
-3.07,Nc1cccc2cccc(S(=O)(=O)O)c12
-3.07,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
-3.07,OC(=S)CCCCCCCCC(O)=S
-3.0698306477,CC/C=C/CCOC(=O)OC
-3.0693211517,CN(CCO)c1nc(Nc2ccccc2)nc(Nc2ccc(/C=C/c3ccc(Nc4nc(Nc5ccccc5)nc(N(C)CCO)n4)cc3S(=O)(=O)[O-])c(S(=O)(=O)[O-])c2)n1.[Na+].[Na+]
-3.069,COP(=S)(OC)SCc1nc(N)nc(N)n1
-3.0689,CC(C)CCOC(=O)c1cccc([N+](=O)[O-])c1C(=O)[O-]
-3.0687460001,N#CCc1ccccc1
-3.0668187599000003,CCCCCCC[C@H]1CCC(=O)O1
-3.0665,CCC(=O)OCc1ccc(Cl)cc1Cl
-3.0653,Cc1ccc(C(=O)[O-])cc1C
-3.0647,FC(F)(F)Cl
-3.0643,O=[N+]([O-])c1ccc2c(c1CO)OCO2
-3.0625087471,CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O
-3.06,CCC(=O)Nc1nc(C)c(Cl)s1
-3.06,CCCCCCCCCCOC(=O)C(C)O
-3.06,CCCCOC(=O)c1ccc(N)cc1
-3.06,O=C1NC(=O)C2(CCCCC2)C(=O)N1
-3.06,O=[N+]([O-])c1cc2c(cc1CO)OCO2
-3.06,c1ccc(-c2nc3ncncc3[nH]2)cc1
-3.0592783722,C=C[C@]1(C)CC[C@@H](C(C)(C)O)C[C@H]1C(=C)C
-3.0585,Cc1cc(O)c2c(O)c3c(O)cccc3cc2c1
-3.0559869633999996,O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Si+4].[Si+4].[Si+4]
-3.0559,O=C(O)C1=C/C(=N/Nc2ccccc2)C=CC1=O
-3.0557,CCCOc1ccc(NC(C)=O)cc1
-3.0555996074,Cc1ccc([N+](=O)[O-])c(C)c1
-3.0533857998,Clc1ccccc1Cl
-3.0523304042,O=C([O-])C(O)C(O)C(=O)[O-].[Ba+2]
-3.0521011765,Fc1ccc2c(c1)CC[C@@H]([C@@H]1CO1)O2.Fc1ccc2c(c1)CC[C@@H]([C@H]1CO1)O2.Fc1ccc2c(c1)CC[C@H]([C@@H]1CO1)O2.Fc1ccc2c(c1)CC[C@H]([C@H]1CO1)O2
-3.0516,CC1(C)OC(=O)c2cc([N+](=O)[O-])ccc21
-3.0514,CCC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
-3.05,CCCCCCC1(CC)C(=O)NC(=O)NC1=O
-3.05,CCCCNC(=O)NS(=O)(=O)c1ccccc1
-3.05,COC(=O)c1ccc(N(C)C)cc1
-3.05,COS(=O)(=O)c1ccc(C(=O)O)cc1
-3.05,COc1cc(/C=C/C(=O)O)ccc1O
-3.05,Clc1ccccc1Cl
-3.05,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O
-3.05,Nc1ccc2ccc(S(=O)(=O)O)cc2c1
-3.05,O=C(O)c1cc(N=Nc2ccccc2)ccc1O
-3.05,O=C1CNC(=O)c2cc(Cl)ccc2N1
-3.05,O=C1OC(c2ccc(Br)cc2)C(Br)C1=O
-3.0495421403,C=CC(=O)OCCCOCC(C)(C)COCCCOC(=O)C=C
-3.0492180227,[Pb]
-3.0470399572000004,CCNc1nc(NC(C)C)nc(SC)n1
-3.0467,CC(C)(C)OC(=O)c1cccc([N+](=O)[O-])c1C(=O)[O-]
-3.0466584175,CCCCC/C(C=O)=C/c1ccccc1
-3.0460000000000003,O=C(O)CCCCC1SCC2NC(=O)NC21
-3.045838317,CCOC(=O)C(C)(C)c1ccccc1
-3.0453554133,CC1=C(C(=O)O)N2C(=O)C(N)C2SC1
-3.0439999999999996,CC(C)Cc1ccc(C(C)C(=O)NO)cc1
-3.043,Cc1ccc2c(c1)Oc1ncc(N)cc1C(=O)N2C
-3.0423,FC(F)(Cl)C(F)(Cl)Cl
-3.0418,Cc1ccc2[nH]c(=O)c(=O)[nH]c2c1
-3.0410647254,O=C([O-])CCCCCCCCC(=O)[O-].[Na+].[Na+]
-3.040285322,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
-3.04,CCNc1nc(NC(C)C)nc(SC)n1
-3.04,CCc1nc2cnc(N)nc2nc1CC
-3.04,COC(=O)c1ccc([N+](=O)[O-])cc1
-3.04,Clc1cccc(Cl)c1
-3.04,FC(Cl)(Cl)CCl
-3.04,FC(F)(Cl)C(F)(Cl)Cl
-3.04,c1ccc2c(c1)CCC2
-3.0386996230000003,CCN(CC[N+](C)(C)C)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1.[Cl-]
-3.0376,CCOP(=O)(SC(C)CC)SC(C)CC
-3.0364,CC(C)c1ccc(C(=O)O)cc1
-3.0361524841,Cc1cc([N+](=O)[O-])ccc1N
-3.0351,c1ccc2c(c1)CCC2
-3.0334483747000003,CCN(CCCl)c1ccc(C=O)cc1
-3.033,C=C(C)CCC
-3.0319,CC1=CC(=O)c2ccccc2C1=O
-3.03,C=C(C)CCC
-3.03,CC1=CC(=O)c2ccccc2C1=O
-3.03,CCN(CC)c1ccccc1
-3.03,CN(C)C(=O)COC(=O)C1CCn2c(C(=O)c3ccccc3)ccc21
-3.03,NS(=O)(=O)c1cc(S(=O)(=O)c2ccc(O)cc2)cs1
-3.0299,O=C1C=C/C(=N\Nc2ccccc2)C(O)=C1
-3.028,CCCCc1c(C)nc(NCC)[nH]c1=O
-3.0278,CCN(CC)c1ccccc1
-3.0272,Cc1cc(C(O)(c2ccc(N)cc2)c2ccc(N)cc2)ccc1N
-3.0266,CCCCCCCCCCCNC(=O)c1cccnc1
-3.0265,CCN(CCCl)CCCl
-3.0263435366,CC(C)C(=O)OCCOc1ccccc1
-3.0256,CCOC(=O)Cc1[nH]nc2ccc(Cl)cc12
-3.0229529719999997,S.[Ni]
-3.0213590642000003,CC(=O)OC(C)(C)C1CC=C(C)CC1.CC12CCC(CC1)C(C)(C)O2
-3.0210000000000004,COc1c2occc2c(OC)c2c(=O)cc(C)oc12
-3.0203942687,O=c1[nH]c2ccccc2n1CCCCl
-3.02,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O
-3.02,CCCCc1c(C)[nH]c(NCC)nc1=O
-3.02,CCn1cc(C(=O)OCOC(=O)C(C)C)c(=O)c2ccc(C)nc21
-3.02,COc1ccc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)cc1
-3.02,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2=O
-3.02,O=[N+]([O-])OC1CCCCCC1O[N+](=O)[O-]
-3.0199412712,CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].[Cr+3]
-3.0173250802999996,COc1ccc(OC)c([N+](=O)[O-])c1
-3.016846171,CCO[Si](CC(C)C)(OCC)OCC
-3.0163,C/C=C(/C)C(=O)O[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(O)C[C@H](O)[C@@]6(O)[C@@H](CN7C[C@@H](C)CC[C@H]7[C@@]6(C)O)[C@]5(O)C[C@@]42O[C@]13O
-3.0148095518,CCCCCCCCP(=O)(O)O
-3.0138,c1ccc2sccc2c1
-3.0130467638,CCOC(=O)/C=C/c1ccccc1
-3.0130118711,CCCCCCCCCO
-3.0104,CCOC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CC1
-3.01,C#CCCCCC
-3.01,CC(C)(C)C(=O)Oc1ccccc1C(=O)O
-3.01,CCCCCCCCCO
-3.01,CCCCNc1ccc(C(=O)OCCN(C)C)cc1
-3.01,CN(C)C(=O)NC1CC2CC1C1CCCC21
-3.01,Ic1ccccc1
-3.0099,C#CCCCCC
-3.0097265709,CC(=O)OC1=CCC2C3CCC(C3)C12
-3.0091456414,O=[N+]([O-])c1ccc(Cl)cc1Cl
-3.0091327736,CCCCCC#CC(=O)OC
-3.0081,CCCCCCCCNC(=O)c1cccnc1
-3.0080823215,C=C(C)c1ccccc1
-3.0077,CNC[C@H](O)c1ccc(O)c(O)c1
-3.0074,O=C(O)c1ccccc1C(=O)c1ccc(Br)cc1
-3.006984006,CCCCC
-3.0061212915,COc1cc(Cl)c(OC)cc1N
-3.0052489876,C/C=C/C(=O)C1=C(C)C=CCC1(C)C
-3.0044671735,O=[Si]([O-])O.[K+]
-3.0041810563,CC1(C)COC(=O)C2CC=CCC2C(=O)OC1
-3.0033599893000003,Cc1cccc([N+](=O)[O-])c1C
-3.0031,Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1
-3.0021546468,CC(C)COP(=O)(OCC(C)C)OCC(C)C
-3.0006167172,C=CC(C)(C#N)Cc1ccccc1
-3.0006,CCCCOC(=O)CCC(=O)OCCCC
-3.0005,CC(C)OC(=O)Nc1ccccc1
-3.0005,COC(=O)C1(S(=O)(=O)c2ccccc2)CCC1
-3.0003,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-]
-3.0003,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
-3.0,CCC(=O)Nc1ccc(Cl)c(Cl)c1
-3.0,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O
-3.0,CCCCCCOC(=O)n1cnc2c1c(=O)n(C)c(=O)n2C
-3.0,CCOC(=O)C(C)(C(=O)NC(=O)NC)C1=CCCCC1
-3.0,CCOC(=O)C=Cc1ccccc1
-3.0,COc1cccc(CC(C)NC(C)Cc2ccccc2OC)c1
-3.0,COc1cccc(OCC(O)CO)c1OC
-3.0,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-]
-3.0,Cc1cc(C)c(S(=O)(=O)N=c2sc(S(N)(=O)=O)nn2C)c(C)c1
-3.0,NC(CCCCNC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O
-3.0,O=C(O)COc1cc(Cl)cc(Cl)c1Cl
-3.0,O=C(O)c1c(Cl)cccc1N=Nc1ccc(O)cc1
-3.0,O=[N+]([O-])c1ccc(N2CC2)c([N+](=O)[O-])c1
-2.9996,COC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CCC1
-2.9987958882999997,CCCCCC1COCCC1OC(C)=O
-2.9987,CCNc1nc(OC)nc(N(CC)CC)n1
-2.9976655605,Nc1ccc(N=Nc2ccccc2)c(N)c1
-2.9973,Cc1cnc2c(C(=O)O)c(Cl)ccc2c1
-2.9921,CCS(=O)(=O)Oc1ccc2c(c1)C(C)(C)CO2
-2.9908768679000004,CCC(C)OP(=S)([S-])OC(C)CC(C)C.CCC(C)OP(=S)([S-])OC(C)CC(C)C.[Zn+2]
-2.9902,CCC(C)(C)c1ccc(O)cc1
-2.99,CCOC(=O)CCCCCCCC(=O)OCC
-2.99,CN1C(=O)CCC(N2C(=O)c3ccccc3C2=O)C1=O
-2.99,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1
-2.99,O=C1COC2(CCN(CCc3c[nH]c4ccccc34)CC2)CN1
-2.9899599683999996,NS(=O)(=O)c1ccc(NC(=S)Nc2ccc(F)cc2)cc1
-2.9898040042000003,CCCCC(CC)C(=O)OC
-2.9887953027,CC(C)c1ccc(C#N)cc1
-2.9864,CCC(=O)Nc1ccc(Cl)c(Cl)c1
-2.9844,CC1(C)OC(=O)c2cc3ccccc3cc21
-2.9839461582,CNC(=O)N(c1ccccc1)c1ccccc1
-2.983,C#CCCCCCC#C
-2.982,O=C1NC(=O)C2(CCCCCCC2)C(=O)N1
-2.9804,Cn1c(=O)[nH]n(-c2ccccc2)c1=O
-2.9801,Cc1cc(O)c(Cl)c(C)c1Cl
-2.98,CN(C)C(=O)C(c1ccccc1)c1ccccc1
-2.98,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1
-2.98,O=C(O)COc1cc(Cl)c(Cl)cc1Cl
-2.98,O=C1NC(=O)C2(CCCCCC2)C(=O)N1
-2.98,O=C1NC(=O)C2(CCCCCCC2)C(=O)N1
-2.9799872046,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)[C@H](C)O
-2.9792447783999996,COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl
-2.977604072,CC(C)C
-2.977604072,CCCC
-2.9771,O=C(Nc1ccccn1)c1cccnc1
-2.9758,O=[N+]([O-])c1c(O)ccc2ccccc12
-2.974,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21
-2.9730000000000003,CN1CC[C@]23c4c5ccc(OCc6ccccc6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
-2.9723,CCCCOC(=O)c1ccc(O)cc1
-2.97,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1
-2.97,CCCCS(=O)(=O)C(S(=O)(=O)CCCC)S(=O)(=O)CCCC
-2.97,COC(=O)c1ccc(C(=O)O)cc1
-2.97,Cc1ccc(C(=O)O)c(C)c1
-2.97,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O
-2.97,O=C(CCCN1CCC(O)(c2ccc(F)cc2)CC1)c1ccccc1
-2.97,c1ccc2cc3c(cc4c5c(cccc53)CC4)cc2c1
-2.969024542,C=C(C)C(=O)OCCCCOC(=O)C(=C)C
-2.9689885527,O=C1Cc2ccc(Cl)cc2N1
-2.9682045412,C=C(C)C(=O)OCc1ccccc1
-2.9677471262,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Cl-]
-2.9677,O=C(O)c1ccc(Br)c([N+](=O)[O-])c1
-2.9676237394,S=[Zn]
-2.9663,CCCN(CCC)c1c([N+](=O)[O-])cc(C)cc1[N+](=O)[O-]
-2.9659771733,C1=C\CC/C=C\CC/1
-2.9648,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1
-2.9644,CCC(CC)(C(=O)O)C(CC)(CC)C(=O)O
-2.9612739311,C=Cc1ccccc1.Cc1ccccc1.c1ccccc1
-2.9611061362,O=S(=O)(O)c1ccc2nc(-c3ccccc3)[nH]c2c1
-2.96,CCCCCCCCCNC(=O)OCC1OC(O)C(O)C(O)C1O
-2.96,CCCCI
-2.96,COc1c(Cl)cc(Cl)c(OC)c1O
-2.96,COc1ccc2cc(C(C)C(=O)OCC(=O)N(CCO)CCO)ccc2c1
-2.96,Cc1c(Nc2ccc(Br)cc2F)c(C(=O)NOCCO)cn(C)c1=O
-2.96,Nc1c(S(=O)(=O)O)ccc2ccccc12
-2.96,O=C(O)/C(S)=C/c1ccccc1
-2.96,O=c1[nH]c2nc[nH]c(=O)c2[nH]1
-2.96,O=c1cnc2nc[nH]c(=O)c2[nH]1
-2.96,OC(=S)COc1cc(Cl)c(Cl)cc1Cl
-2.9596,COC(=O)COc1ccc(Cl)cc1Cl
-2.9594,CCOC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CCC1
-2.9587,CCCCI
-2.9581950472000003,CCCCC(CC)COP(=S)([S-])OCC(C)C.CCCCC(CC)COP(=S)([S-])OCC(C)C.[Zn+2]
-2.9565,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1
-2.9562873167,CC(C)(c1ccc(OS(=O)(=O)c2cccc(NNC3=C4C(=O)C=C(S(=O)(=O)O)C=C4C=CC3=N)c2)cc1)c1ccc(OS(=O)(=O)c2cccc(NNC3=C4C(=O)C=C(S(=O)(=O)O)C=C4C=CC3=N)c2)cc1.[Na+].[Na+]
-2.9549,Cc1c(Cc2c(C)n(C)n(-c3ccccc3)c2=O)c(=O)n(-c2ccccc2)n1C
-2.9526471698,C=C(C)C(=O)OCCOc1ccccc1
-2.9512,O=Cc1ccc(O)c([N+](=O)[O-])c1
-2.9501,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1
-2.95,CCCC(=O)OCOC(=O)c1cn(CC)c2nc(C)ccc2c1=O
-2.95,CCCCCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1
-2.95,CCNC1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
-2.95,CN(C)CCOC(c1ccccc1)c1ccccc1
-2.95,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1
-2.95,N#CC(C#N)=NNc1cccc(O)c1
-2.95,S=c1[nH]cnc2[nH]cnc12
-2.9490262679000003,O=P([O-])([O-])O.[Ca+2]
-2.9466040673,COc1ccc([N+](=O)[O-])cc1OC(C)=O
-2.9437,CC(C)COC(=O)c1ccc(N)cc1
-2.9437,N#CC(c1ccccc1)c1ccccc1
-2.943,COC1=CC2OC3C=CC(O)=CC3C(=O)C2C(O)=C1
-2.9418,CCCCCCCCCC(C)O
-2.94,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1
-2.94,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1
-2.94,CCCCCCCCCC(C)O
-2.94,CNc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12
-2.94,O=C(O)COc1cc(Cl)c(Cl)c(Cl)c1
-2.94,O=C1C=Cc2ccccc2C1=NO
-2.9395,CCN(/N=C/c1ccc([N+](=O)[O-])o1)C(N)=O
-2.9384,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
-2.9374,CCNc1nc(Cl)nc(NCC(=O)OCC)n1
-2.9374,O=Nc1c(O)ccc2ccccc12
-2.9373448418,N#Cc1cccc([N+](=O)[O-])c1C#N
-2.9368865529000003,O=S(=O)([O-])c1ccc(N=Nc2c([O-])ccc3cc(S(=O)(=O)[O-])ccc23)cc1.[Al+3]
-2.9342,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1
-2.9338,CNC(=O)Oc1cccc2c1OC(C)(C)O2
-2.9328521233,CCCC(=O)OCCC(C)C
-2.9320403695999997,CC(C)(C)OOC(C)(C)C
-2.932,O=C1NC(=O)C2C=CC=CC12
-2.9303113789,CCCCCCCC(C)=O
-2.93,CCc1nc2ncnc(N)c2nc1CC
-2.93,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1
-2.93,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
-2.93,COc1cc(O)c2c(=O)c3cc(O)ccc3oc2c1
-2.93,O=C(O)C1=CCC(C(=O)O)CC1
-2.9298988951,CC1(C)Nc2cccc3cccc(c23)N1
-2.9287991689,[C-]#[O+]
-2.9284,COCCCNc1nc(NC(C)C)nc(SC)n1
-2.928,COCCCNc1nc(NC(C)C)nc(SC)n1
-2.9274884417,COc1ccc(O)c(C(C)(C)C)c1
-2.9252846689,CCCC(C(CC)CO)C(CC)CO.CCCC(O)C(CC)CO.CCCCC(CC)CC(CC)CO.CCCCC(CC)CO
-2.925,Cc1ccccc1-n1c(C)nc2ccccc2c1=O
-2.9226200497000003,O=C(c1ccccc1)c1ccc(O)c(O)c1
-2.9210000000000003,c1ccc(NNc2ccccc2)cc1
-2.9209,C=CCc1ccc(OC)cc1
-2.9206,CCCc1ncnc2c(O)cccc12
-2.92,C=CCc1ccc(OC)cc1
-2.92,CCCCCCCCC(C(=O)O)C(=O)O
-2.92,CCOC(=O)n1c(-c2cscn2)nc2ccccc21
-2.92,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21
-2.92,CON(C(=O)c1cc(C)oc1C)C1CCCCC1
-2.92,Cc1ccc(C)c(C(=O)O)c1
-2.92,Cc1ccc(Cn2cc(F)c(=O)[nH]c2=O)cc1
-2.92,Cc1ccccc1-n1c(C)nc2ccccc2c1=O
-2.92,NC(=O)NN=Cc1ccc([N+](=O)[O-])o1
-2.92,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O
-2.92,O=[N+]([O-])c1ccc(Cl)cc1
-2.92,OCC1OC(n2c(-c3ccco3)nc3ccccc32)C(O)C1O
-2.92,Oc1cccc2c(O)cccc12
-2.92,c1ccc(NNc2ccccc2)cc1
-2.9196,C/C=C\C(=O)O[C@@H]1C[C@H]2O[C@@H]3C=C(C)C(=O)C[C@]3(C)[C@]1(C)[C@@]21CO1
-2.9191416399000003,O=C(O)Cc1ccc(Cl)cc1Cl
-2.9180054187,CCCCCCCC(OC)OC
-2.9170001587,Cc1ccc(C(N)=O)c(O)c1
-2.9101,O=C(O)CCCc1c[nH]c2ccccc12
-2.91,CC1(C)OC(=O)c2cc(C#N)ccc21
-2.91,CCCCCCCC(=O)NNC(=O)c1ccncc1
-2.91,CCCCCCCCSC1C(O)C(O)OC(CO)C1O
-2.91,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O
-2.91,Cc1csc(NS(=O)(=O)c2ccc(N)cc2)n1
-2.91,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
-2.91,NC(CSCCCCCSCC(N)C(=O)O)C(=O)O
-2.91,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])s1
-2.91,Nc1ccc(S(=O)(=O)O)c2ccccc12
-2.91,O=C(O)CN1C(=O)N(c2ccccc2)C(=O)C1Cc1ccccc1
-2.91,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1CO
-2.9089794399,Nc1nc(N)nc(N)n1.O=P(O)(O)OP(=O)(O)O
-2.9086,CCOC(=O)CCc1ccccc1
-2.9085159963,COC(=O)C1C(C)=CCCC1(C)C
-2.9076,CCCCCC1C(=O)CCC1CC(=O)OC
-2.9059550684,OC[C@@H]1CO[C@@](Cn2cncn2)(c2ccc(Cl)cc2Cl)O1
-2.9027228224,C1CC(N2CCOCC2)CCN1
-2.9008,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
-2.9004,C=CCCCN=C=S
-2.9,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
-2.9,CN1CC2CC1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1
-2.9,CN1C[C@@H]2C[C@H]1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1
-2.9,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccccc2)s1
-2.9,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
-2.8999,C=CCOP(=O)(OCC=C)c1ccccc1
-2.8997,CC1OC(C)OC(C)OC(C)O1
-2.8980709963,CCCCCCCCCCCCCC[N+](C)(C)C.CCCCCCCCCCCCCC[N+](C)(C)C.O=C([O-])C(=O)[O-]
-2.8971,CCCCCN(N=Cc1ccc([N+](=O)[O-])o1)C(N)=O
-2.8951,CCOP(=S)(OCC)SCS(=O)(=O)C(C)(C)C
-2.895,CON(C)C(=O)Nc1ccc(Br)cc1
-2.8927,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
-2.8925,O=C(OC[C@H]1O[C@@H](Oc2ccccc2CO)[C@H](O)[C@@H](O)[C@@H]1O)c1ccccc1
-2.8923562141000003,CO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC
-2.8919,C=CCCCOC(=O)C(CC)N(Cc1ccco1)C(=O)n1ccnc1
-2.89,CC(=O)NC(CSc1ccc(Cl)c(Cl)c1)C(=O)O
-2.89,CCCC(CCC)(C(=O)NO)c1ccccc1
-2.89,CN(C)C(=O)Nc1ccc(Cl)cc1
-2.89,CSC(CCC(SC)C(=O)O)C(=O)O
-2.89,Cc1ncc([N+](=O)[O-])n1CCOC(=O)c1ccc(CN2CCOCC2)cc1
-2.89,O=C(c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-])N1CCOCC1
-2.89,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
-2.8896,CNc1nc(Cl)nc(NC(C)C)n1
-2.8887982833,FC(F)=C(F)C(F)(F)F
-2.8871,CC1=C(C(=O)O)CCC1(C)C
-2.8868,CC(=O)N[C@@H](CSc1ccc(Cl)c(Cl)c1)C(=O)O
-2.886,CC(C)CCBr
-2.886,II
-2.8857,COc1c(C(=O)O)oc2ccccc12
-2.8846346488,CC(=O)c1cccc2ccccc12
-2.8846,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
-2.8845018574,O=C([O-])[O-].[Mg+2]
-2.8833112394,Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1
-2.8821848863999997,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC
-2.8803,COC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CC1
-2.88,C=CCc1ccccc1OCC(O)CNC(C)C
-2.88,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
-2.88,CCOC(=O)Cc1sc(NS(=O)(=O)c2ccc(N)cc2)nc1C
-2.88,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12
