CMPD_CHEMBLID,exp,smiles,MolW(Da),NumHAcceptors,NumHDonors,LogP,Lipinski_rule
CHEMBL126857,2.4,CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccc(Cl)c(Cl)c2)cc1,417.3800000000001,2,1,5.660700000000006,0
CHEMBL2158770,2.26,N#Cc1cccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,516.4690000000004,5,1,5.116180000000004,0
CHEMBL1459468,2.9,COc1ccccc1C(=O)Nc1nc2ccccc2[nH]1,267.28799999999995,3,2,2.8238000000000003,1
CHEMBL1498995,2.36,CNc1ncc(C(=O)c2ccccc2)s1,218.281,4,1,2.415800000000001,1
CHEMBL94191,3.04,COc1cc2ncnc(Nc3ccccc3)c2cc1OC,281.31500000000005,5,1,3.390600000000002,1
CHEMBL217665,1.3,CN1CCN(c2ccc(Nc3ccnc4ccccc34)cc2)CC1,318.4240000000001,4,1,3.7302000000000026,1
CHEMBL563379,1.41,CNC[C@H](O)c1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,376.92800000000017,3,3,3.5390000000000024,1
CHEMBL1101,2.49,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,311.46900000000005,2,1,3.9624000000000033,1
CHEMBL1575409,2.5,COc1ccc(CNC(=O)CSc2nc3cccnc3s2)cc1,345.449,6,1,3.1084000000000005,1
CHEMBL2335896,3.18,CC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,383.45500000000004,5,2,4.632500000000002,1
CHEMBL2179667,-0.82,Cc1cccc(Oc2cc(CN3CCC[C@H](n4cc(C)c(=O)[nH]c4=O)C3)ccc2C(=O)O)c1,449.5070000000002,6,2,3.481040000000001,1
CHEMBL126519,2.6,CCCc1c(O)c(O)c(C(=O)O)c2cc(Cc3ccccc3)c(C)cc12,350.41400000000004,3,3,4.800920000000004,1
CHEMBL360425,2.06,CS(=O)(=O)Nc1cccc(NC(=O)CN2CCN(C(=O)C[C@H](N)Cc3ccc(F)c(F)c3)[C@H](Cc3ccccc3)C2)c1,599.7040000000003,6,3,2.990400000000002,0
CHEMBL17771,1.85,O=S1NC(Cc2ccc3ccccc3c2)=NO1,246.291,3,1,1.8942999999999997,1
CHEMBL495497,2.36,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(c2ccccn2)CC1,425.49200000000025,5,1,2.8713000000000015,1
CHEMBL1534781,2.79,COc1cnc(-c2ccccn2)nc1N(C)c1ccccc1,292.342,5,0,3.315100000000002,1
CHEMBL1783734,1.39,CS(=O)(=O)c1ccc([C@@H](C[C@H]2CCC(=O)C2)C(=O)Nc2cnccn2)cc1Cl,421.90600000000006,6,1,3.0151000000000012,1
CHEMBL1289545,2.17,Cc1nc(C(=O)N2CCOC3(CCN(Cc4ccc(Cl)cc4)CC3)C2)cs1,405.95100000000014,5,0,3.6121200000000027,1
CHEMBL2171013,4.49,Cc1ccc(S(=O)(=O)N(C)C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,540.5130000000003,5,0,5.050120000000005,0
CHEMBL1762482,3.08,Cc1ccnc(NCc2ccccc2)c1,198.26900000000003,2,1,3.0021200000000015,1
CHEMBL1515,-0.42,Cn1cc[nH]c1=S,114.173,2,1,1.08269,1
CHEMBL208292,3.58,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@@H]1C(N)=O,429.8830000000003,6,2,3.624200000000002,1
CHEMBL1270670,3.7,CS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4ccoc34)n2)c1,414.8740000000002,7,2,4.766900000000002,1
CHEMBL550687,0.5,N=C(N)Nc1ccc(C(=O)Oc2ccc([N+](=O)[O-])cc2)cc1,300.274,5,3,2.11937,1
CHEMBL1951904,2.41,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)C2CCN(Cc3ccccc3)CC2)CC1,615.8840000000001,5,0,6.031600000000007,0
CHEMBL2325731,2.4,CN(C)C(=O)CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,469.9770000000002,6,3,2.2448000000000006,1
CHEMBL2171043,2.62,O=C(NS(=O)(=O)c1cccc(Cl)c1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,546.9040000000001,5,1,5.0529000000000055,0
CHEMBL1809199,3.2,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3c(C)cccn23)n1,491.9830000000002,8,1,4.173820000000003,1
CHEMBL2325503,2.66,CS(=O)(=O)c1ccc(-c2nnc(/C=C/c3nnc(-c4ccc(C#N)cc4)o3)n2-c2ccccc2Cl)nc1,529.9690000000002,10,0,4.478280000000003,0
CHEMBL486894,2.9,O=c1oc2ccc(O)cc2cc1-c1ccc(O)cc1,254.24099999999999,4,2,2.871200000000001,1
CHEMBL13280,2.1,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,313.28800000000007,4,0,2.5477000000000007,1
CHEMBL1086377,3.05,CCN1CCN(CC(=O)Nc2ccc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)c3sc4ccccc4c23)CC1,582.7260000000002,8,1,5.240500000000005,0
CHEMBL510101,2.55,COc1ccc(CNCc2ccc(-c3cc(C(N)=O)c(NC(N)=O)s3)cc2)cc1,410.4990000000001,5,4,3.303000000000001,1
CHEMBL478407,3.62,Cc1ncc(-c2ccnc(Nc3ccc(F)cc3)n2)n1C(C)C,311.36400000000003,5,1,4.112120000000003,1
CHEMBL1916541,0.29,COc1ccc2c(C)nc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,465.5540000000003,9,1,2.13392,1
CHEMBL32363,1.06,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,303.35800000000006,5,0,1.8677,1
CHEMBL2059004,0.9,Cc1nc2ccc(NC(=O)CCNC(N)=O)cc2s1,278.33699999999993,4,3,1.6016200000000003,1
CHEMBL2208430,3.91,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c2ccccc12,462.37700000000024,4,3,4.108800000000002,1
CHEMBL272705,2.21,C[C@H](CO)Nc1nc(SCc2ccco2)nc2[nH]c(=O)sc12,338.41400000000004,8,3,2.0576,1
CHEMBL394859,2.41,O=C([C@@H]1CCCN1)N1CCN(c2nc(NCc3ccc(Cl)cc3Cl)c3cccnc3n2)CC1,486.40700000000027,7,2,3.3443000000000014,1
CHEMBL1311211,2.3,N#Cc1cnn(-c2ccccc2)c1NC(=O)CN1CCN(c2ccccc2)CC1,386.4590000000002,6,1,2.5046800000000005,1
CHEMBL137,-0.11,Cc1ncc([N+](=O)[O-])n1CCO,171.15599999999998,5,1,0.09201999999999994,1
CHEMBL1630120,3.2,COCCN1CCN(CC(=O)Nc2ccc(-c3cccn4c(=O)cc(N5CCOCC5)nc34)c3sc4ccccc4c23)CC1,612.7560000000002,10,1,3.768500000000002,0
CHEMBL2207284,2.77,CNS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,583.4940000000003,7,4,2.3770999999999995,0
CHEMBL279261,1.5,OC1(c2ccc(-c3ccccc3)cc2)CN2CCC1CC2,279.38300000000004,2,1,3.2668000000000017,1
CHEMBL204825,1.0,O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCOCC1,349.3900000000002,5,1,2.3986,1
CHEMBL1650729,2.39,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Br)n[nH]1,393.22400000000005,7,3,3.1164200000000006,1
CHEMBL1916085,2.01,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N(C)C3CCCCC3)cnn2-c2ccccc2)cc1,452.5800000000002,5,1,4.386220000000004,1
CHEMBL1556667,2.71,CSc1ncccc1C(=O)NCc1ccc(C)cc1,272.373,3,1,3.041920000000002,1
CHEMBL1789224,1.3,CNCC[C@@H](Oc1cc(C(F)(F)F)ccc1C#N)c1ccccc1,334.341,3,1,4.306680000000003,1
CHEMBL470897,2.8,CCC(C)Nc1nc(C#N)nc(N2CCOCC2)c1N,276.344,7,2,0.9774799999999999,1
CHEMBL51594,1.4,c1ccc2c(c1)CCN(c1ccncc1)C2,210.28,2,0,2.644300000000001,1
CHEMBL1437137,2.5,CC(N)(COP(=O)(O)O)C(=O)O,199.09900000000002,4,4,-1.1023000000000003,1
CHEMBL2313078,3.6,O=C(Nc1ccc(F)cc1F)c1cc(Cl)ccc1O,283.661,2,2,3.5761000000000007,1
CHEMBL1223870,0.12,CN(C)C(=O)N[C@H]1CC[C@H](CCN2[C@@H]3CC[C@H]2C[C@@H](Oc2cccc(C(N)=O)c2)C3)CC1,442.6040000000002,4,2,3.3798000000000004,1
CHEMBL1916286,1.75,Cc1nn(-c2ccccc2)c(NS(=O)(=O)C2CCCCC2)c1C(=O)N[C@@H](C)C(C)(C)C,446.6170000000003,5,2,4.419520000000004,1
CHEMBL1231626,2.78,NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3ccc(Cl)cc3)sc12,386.90799999999996,5,3,3.879500000000002,1
CHEMBL1946024,4.01,CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2ccc(NC(=O)OC)cc2)cc1,529.6560000000003,4,1,6.583900000000007,0
CHEMBL108246,2.84,Cc1ccccc1CCOCCCS(=O)(=O)CCNCCc1ccc(O)c2nc(O)sc12,478.6360000000002,8,3,3.212220000000002,1
CHEMBL1939741,3.27,CCN(C)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CCC3)c2)N2CCN(Cc3cccnc3)CC2)cc1,525.6970000000005,5,1,4.819300000000005,0
CHEMBL315970,4.41,CC(C)Cn1c(=O)n(C)c(=O)c2cn(Cc3cccc4ccccc34)cc21,361.44500000000005,5,0,3.3592000000000013,1
CHEMBL2087086,3.1,C[C@@H]1CN(c2nc(C(F)(F)F)no2)CCN1c1ncc(OCc2ccncc2C#N)cn1,446.39300000000014,10,0,2.4391800000000003,1
CHEMBL1922094,1.9,Cc1c(CN2CCN(C(=O)[C@H](C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,498.61300000000034,11,2,0.9005200000000009,0
CHEMBL71271,3.0,O=c1oc2ccccc2cc1-c1ccc(O)cc1,238.242,3,1,3.1656000000000013,1
CHEMBL1468264,1.5,COc1cc(OC)c2nc(C)c3c(c2c1)N(c1ccc(O)cc1)CC3,336.39100000000013,5,1,3.960220000000003,1
CHEMBL1774099,2.5,COc1ccccc1N1CCN(Cc2c(Br)c(=O)n(-c3ccccc3)n2C)CC1,457.3720000000001,6,0,3.269300000000002,1
CHEMBL2031461,1.87,Cc1ccc(C(=O)Nc2ccon2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,444.49500000000035,8,1,2.6862200000000005,1
CHEMBL1807827,0.98,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3)c2s1,482.0710000000002,7,5,3.5272000000000014,1
CHEMBL2331843,2.0,CCc1[nH]c2nc(Sc3cnc4ccc[n+]([O-])c4c3)nc(N3CC[C@@H](N)C3)c2c1Cl,441.9480000000003,7,2,3.0439000000000007,1
CHEMBL1350030,1.71,O=C1Nc2ccccc2C1(O)c1ccccc1,225.24699999999999,2,2,1.8745999999999998,1
CHEMBL27577,1.09,NC(=O)c1ccccc1O,137.13799999999998,2,2,0.49110000000000004,1
CHEMBL233238,2.61,O=C(CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NC(CO)CO,476.9420000000002,6,5,1.0398999999999996,1
CHEMBL436968,3.68,CC(C)Oc1cc(OCCN2CCOCC2)cc2ncnc(Nc3c(Cl)ccc4c3OCO4)c12,486.9560000000002,9,1,4.253700000000003,1
CHEMBL2163584,3.12,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4c(Br)cccc4c3C2)CC1,469.38300000000015,3,2,3.7938800000000024,1
CHEMBL351811,1.32,NC(Cc1ccccc1)c1ccccc1,197.28099999999998,1,1,2.929100000000002,1
CHEMBL87563,2.41,CCOC(=O)c1ccc(OC(=O)CCCCCN=C(N)N)cc1,321.37699999999995,5,2,1.6024999999999998,1
CHEMBL269538,2.9,COc1ccc2c(c1)[nH]c1c(C)nccc12,212.25199999999998,2,1,3.033120000000001,1
CHEMBL1224215,2.23,Cc1cc(C(N)=O)ccc1O[C@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccccc1,350.46200000000005,3,1,3.668320000000003,1
CHEMBL562308,1.79,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2nc(NCCNCCO)ccc12,422.5730000000002,5,4,3.773600000000002,1
CHEMBL2036763,2.74,O=C(Nc1cccc(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,376.93200000000024,3,1,3.363900000000002,1
CHEMBL1945299,0.91,COc1ccccc1CNCCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,493.62900000000013,7,5,3.501800000000001,1
CHEMBL2219422,2.99,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl,427.3320000000001,5,2,3.894300000000002,1
CHEMBL184,-1.42,Nc1nc(O)c2ncn(COCCO)c2n1,225.20799999999994,8,3,-0.9195,1
CHEMBL2028019,3.6,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,427.4200000000002,3,1,4.335500000000003,1
CHEMBL2207658,3.34,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]nc1C(F)(F)F,481.3020000000002,5,3,3.3694000000000006,1
CHEMBL2068839,3.21,Cc1ccc(COC(=O)N2CC[C@H](CNc3ncccn3)[C@H](F)C2)cc1,358.41700000000003,5,1,3.1937200000000017,1
CHEMBL118755,-0.16,O=c1[nH]n(Cc2ccncc2)c(=O)c2c(=O)c3ccc(Cl)cc3[nH]c12,354.75300000000004,5,2,1.6279999999999994,1
CHEMBL384467,1.87,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,392.4670000000002,5,3,1.8957000000000002,1
CHEMBL1270772,3.0,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4c3OCC4)n2)c1,382.4450000000002,7,2,3.302200000000002,1
CHEMBL2208426,2.86,CS(=O)(=O)c1ccc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)s1,507.46100000000035,7,2,3.092500000000001,0
CHEMBL1917448,-0.42,COc1cccc(S(=O)(=O)c2c(C)n(CC(=O)O)c3ccc(C)cc23)c1,373.43000000000006,5,1,3.184140000000001,1
CHEMBL1172,1.48,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,310.8280000000001,2,1,4.018900000000002,1
CHEMBL2171029,1.6,O=C(O)CCCCn1nnc(-c2ccc(C(=O)N3CCC(N4CCC(Oc5ccc(Cl)c(Cl)c5)CC4)CC3)cc2)n1,601.535,8,1,5.049800000000005,0
CHEMBL2070950,1.6,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4ccncc4s3)CC2)CC1,438.5570000000002,7,1,2.3186799999999996,1
CHEMBL1486517,2.5,O=C(C1CCN(c2nnc(-n3cccc3)s2)CC1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,480.5940000000005,9,0,2.6183000000000005,1
CHEMBL2036779,2.1,CCN1CCOC(C(=O)N2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,415.32100000000014,4,1,2.390200000000001,1
CHEMBL2147032,3.24,O=C1COC2(CCN(S(=O)(=O)c3ccc(-c4ccc5cccnc5c4)cc3)CC2)CN1C1CC1,477.5860000000003,5,0,3.4463000000000017,1
CHEMBL1907764,3.05,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@@H]1CCCN(C)C1,475.36200000000036,6,1,5.004200000000005,0
CHEMBL1962616,-0.51,N=C(N)NC(=O)c1nc(Cl)c(NCc2ccncc2)nc1N,320.744,7,5,0.34256999999999993,1
CHEMBL1366397,2.31,O=C(COc1ccccc1O)NC1CCCC1,235.28299999999993,3,2,1.8297999999999996,1
CHEMBL393348,1.58,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(C2CCNCC2)ccc1Cl,386.9670000000001,2,2,4.753200000000004,1
CHEMBL2021706,0.4,CCC[C@@H](CNC(=O)c1nc(Cl)c(N)nc1N)[N+](C)(C)CCCc1ccc(OC)cc1,450.0070000000003,6,3,2.910700000000002,1
CHEMBL187673,3.3,Oc1ccc(-c2nc3ccc(O)cc3o2)cc1,227.21900000000002,4,2,2.9060000000000006,1
CHEMBL1555870,2.39,NC(=O)c1sc(-c2ccsc2)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1,432.47000000000014,5,2,4.395100000000002,1
CHEMBL1289233,3.38,O=C(COCc1ccncc1)N1CCN(c2ccc(Cl)cc2Cl)CC1,380.2750000000002,4,0,3.2538000000000027,1
CHEMBL2031235,1.75,Cc1ccc(NC(=O)c2ccno2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,444.49500000000035,8,1,2.6862200000000005,1
CHEMBL1824036,-0.51,CS(=O)(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,515.5920000000003,9,2,0.7956000000000012,0
CHEMBL107955,1.67,CCOC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2c(C(C)C)cc(C(C)C)cc2C(C)C)CC1,613.825,6,3,4.531170000000004,0
CHEMBL445496,1.73,CNC1=Nc2ncccc2C(c2cc[nH]c2)=NC1c1cccs1,321.409,5,2,3.3129000000000017,1
CHEMBL1478435,3.0,CC1(C)CC(=O)c2c(nc3ccccc3c2N)C1,240.30599999999998,3,1,2.972100000000001,1
CHEMBL1807860,3.68,C[C@H]1O[C@@H](n2cnc3c(N)nc(OCC4CC45CC5)nc32)[C@H](O)[C@H]1Cl,365.821,8,2,1.4730000000000003,1
CHEMBL515062,2.77,CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)nc(OC(CO)CO)c2Cl)n[nH]1,481.9160000000002,10,5,2.8231000000000006,1
CHEMBL1778644,-0.92,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(F)c1,372.8010000000001,4,1,3.403100000000001,1
CHEMBL232433,3.17,C[S+]([O-])CCN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21,435.95800000000014,4,2,2.9490000000000016,1
CHEMBL562698,1.77,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccnc(N2CCNCC2)c1Cl,388.9430000000002,4,2,3.0908000000000015,1
CHEMBL2172005,1.85,COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)[C@H](C)C2)cc1OC,454.57100000000025,6,1,2.7196800000000003,1
CHEMBL2207666,3.42,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccccc12,490.3870000000003,5,3,3.469000000000001,1
CHEMBL2031562,0.2,Nc1cc(C(=O)Nc2cccc(-c3nnn[nH]3)c2)cc(C(F)(F)F)c1,348.28800000000007,5,3,2.7200000000000006,1
CHEMBL415521,1.2,CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccccc2)cc1,348.49,2,1,4.353900000000004,1
CHEMBL476518,3.51,Cc1ncc(-c2ccnc(Nc3ccc(N(C)C)cc3)n2)n1C(C)C,336.44300000000004,6,1,4.0390200000000025,1
CHEMBL381055,3.73,O=C(c1ccc(F)cc1)N1CCC[C@H](c2nc(-c3ccc(F)cc3)no2)C1,369.37100000000004,4,0,4.034600000000004,1
CHEMBL51483,2.75,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,518.5620000000004,8,6,6.382240000000009,0
CHEMBL110999,2.44,CN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2nc(O)sc12,430.57000000000016,7,2,3.8478000000000043,1
CHEMBL2023475,3.88,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4ccc(F)cc34)cc2OC)cn1,420.44400000000013,6,1,4.5724000000000045,1
CHEMBL325503,1.48,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)NCc2ccc[n+]([O-])c2)c1=O)C(=O)C(F)(F)F,545.5180000000004,6,3,2.7426000000000004,0
CHEMBL1682283,0.92,C#Cc1cccc(Nc2nc3cc(C(=O)O)ccc3c3cncnc23)c1,340.34200000000004,5,2,3.6011000000000015,1
CHEMBL595122,2.0,CCS(=O)(=O)c1ccc(Oc2cc3nc(-c4ccccn4)[nH]c3cc2CN2C(=O)CCC2=O)cc1,490.5410000000003,7,1,3.8598000000000017,1
CHEMBL111350,1.77,O=S(=O)(CCCNCCc1ccc(O)c2nc(O)sc12)NCCSCCc1ccccc1,495.69200000000023,8,4,3.1250000000000018,1
CHEMBL551170,2.1,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,414.89300000000003,5,2,2.5203999999999995,1
CHEMBL373351,1.38,CCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,284.363,5,2,2.5000000000000013,1
CHEMBL2158772,2.54,Cc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,505.48600000000033,4,1,5.552920000000006,0
CHEMBL2152252,2.8,CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cnc1N,453.8580000000001,6,3,2.8178,1
CHEMBL90846,2.43,O=C(Nc1nccs1)c1ccccc1,204.25400000000002,3,1,2.3954000000000004,1
CHEMBL2046684,3.64,O=C(Nc1ccc(Cl)nc1)c1ccc(F)c(Cl)c1,285.105,2,1,3.7798000000000016,1
CHEMBL377309,4.14,CC(C)Cn1c(=O)n(C)c(=O)c2c(SC3CCCCC3)c(Cc3ccccc3C(F)(F)F)sc21,510.6470000000002,6,0,6.452100000000006,0
CHEMBL1809061,2.4,COc1cc(N2CCNCC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,435.9190000000001,8,2,3.6065000000000014,1
CHEMBL1148,0.3,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,348.4280000000001,5,3,2.5299199999999997,1
CHEMBL2059373,-0.98,O=C(O)c1cncc(-c2cnc3[nH]c(C(=O)NC4CC4)cc3c2-n2ccc(C(F)(F)F)n2)c1,456.3840000000002,6,3,3.4198000000000013,1
CHEMBL444884,3.3,NC(=O)c1sc(-c2ccc(Cl)cc2)cc1N,252.726,3,2,2.7496,1
CHEMBL1701081,2.81,Cn1c(=O)n(Cc2ccc(Br)cc2)c2ccccc21,317.18600000000004,3,0,3.150800000000001,1
CHEMBL2326478,3.3,Nc1nc2cc3c(cc2s1)CCN(Cc1cccc(F)c1)CC3,327.42800000000005,4,1,3.618400000000003,1
CHEMBL1595582,4.05,COc1ccc(Cl)cc1C(=O)Nc1nc2ccccc2[nH]1,301.733,3,2,3.4772000000000007,1
CHEMBL467148,2.64,Cn1cc(S(C)(=O)=O)nc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,554.0320000000003,11,0,2.3606,0
CHEMBL111732,2.59,CN(CCc1ccc(O)c2nc(O)sc12)CCN(C)C(=O)CCOCCc1ccccc1,457.5960000000003,7,2,3.289600000000002,1
CHEMBL387265,2.82,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(S(C)(=O)=O)CC1,480.94900000000035,7,1,3.977300000000003,1
CHEMBL1643349,2.3,CC1(C)C(=O)Nc2ccccc21,161.20399999999998,1,1,1.9163,1
CHEMBL1278,0.48,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,335.4730000000001,3,2,2.0687999999999995,1
CHEMBL211677,2.88,Cc1ccc2c(c1)c(-c1cc(C)nc3ccccc13)c(C)n2CC(=O)O,344.41400000000016,3,1,4.866360000000004,1
CHEMBL1271187,3.05,c1cc(Nc2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c2cn[nH]c2c1,472.5530000000002,9,3,3.513300000000001,1
CHEMBL471757,3.08,CC(C)(C)CNc1nc(C#N)nc(N2CCOCC2)c1N,290.37100000000004,7,2,1.2250799999999997,1
CHEMBL1907830,2.4,O=C1Nc2ccc(S(=O)(=O)N3CCC[C@H]3CNc3ccccc3)cc2C1=O,385.44500000000005,5,2,2.0866,1
CHEMBL1545637,3.49,O=C(c1ccc(Cl)cc1)C1CCN(C(=O)c2ccc(F)cc2)CC1,345.8010000000001,2,0,4.2142000000000035,1
CHEMBL1689109,0.49,O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)c2ccccc2)CC1,424.9060000000001,5,1,2.3099000000000007,1
CHEMBL1333961,1.92,Nc1[nH]nc2cccc(Cl)c12,167.59899999999996,2,2,1.7984999999999998,1
CHEMBL13817,1.4,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12,528.6750000000004,6,2,1.7653000000000019,0
CHEMBL1672434,2.13,C[C@H]1C[C@@H](NS(=O)(=O)c2cc(Br)ccc2Br)CN1C#N,423.13000000000005,4,1,2.4337800000000005,1
CHEMBL212761,3.09,CC(C)(C)NC(=O)Nc1ccc(-c2c(N)nc(N)nc2COCc2ccccc2)cc1,420.51700000000017,6,4,3.9448000000000016,1
CHEMBL513370,2.36,COc1ccc(N(C(=O)c2ccoc2Cl)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,490.9150000000002,6,2,3.974400000000003,1
CHEMBL576257,2.51,Cc1cc(Nc2cnc(C#N)c(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1,338.35,7,3,2.8306000000000004,1
CHEMBL2062563,3.29,CC(=O)Nc1ccc2ccn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,371.4040000000001,7,2,3.077580000000001,1
CHEMBL2087850,2.87,CCn1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,489.96700000000027,9,0,3.440000000000002,1
CHEMBL1322675,1.69,CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1,341.4510000000001,4,2,3.2414000000000023,1
CHEMBL2323303,2.7,O=S(=O)(Nc1ncc(Cl)s1)c1cc(F)c(Oc2ccc(F)cc2-c2cn[nH]c2)cc1F,486.8840000000001,6,2,5.197000000000002,0
CHEMBL2179285,-0.25,Cc1cn([C@H]2CCCN([C@H](CC3CCOCC3)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O,568.0700000000002,7,2,5.183820000000004,0
