Name,SMILES,%F,label_cutoff_50%,our model predition_50%,label_cutoff_20%,our model predition_20%,MolW(Da),NumHAcceptors,NumHDonors,LogP,Lipinski_rule,logK(%F)
rosoxacin,CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,64.0,1,1,1.0,1.0,294.31,4,1,2.781600000000001,1,0.2498774732165999
rofecoxib,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,93.0,1,1,1.0,1.0,314.3620000000001,4,0,2.5577000000000005,1,1.1233849085396783
balsalazide,O=C(O)CCNC(=O)c1ccc(NN=C2C=CC(=O)C(C(=O)O)=C2)cc1,1.0,0,0,0.0,0.0,357.3220000000001,6,4,0.8088999999999997,1,-1.99563519459755
zaleplon,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,31.0,0,1,1.0,1.0,305.341,5,0,2.6407800000000003,1,-0.34748739690298264
progabide,N=C(O)CCCNC(=C1C=C(F)C=CC1=O)c1ccc(Cl)cc1,60.0,1,1,1.0,1.0,334.778,3,3,3.948470000000002,1,0.17609125905568124
amoxapine,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,36.0,0,1,1.0,1.0,313.788,4,1,3.4292000000000025,1,-0.2498774732165999
mefloquine,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,80.0,1,1,1.0,1.0,378.31600000000014,3,2,4.447900000000003,1,0.6020599913279624
sertraline,CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,44.0,0,0,1.0,1.0,306.236,1,1,5.179600000000004,0,-0.104735350520013
zopiclone,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,80.0,1,1,1.0,1.0,388.8150000000001,7,0,1.5679999999999998,1,0.6020599913279624
cephapirin,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(N=C(O)CSc3ccncc3)C2SC1,0.01,0,0,0.0,0.0,423.4720000000001,8,2,1.3156999999999996,1,-3.9999565683801923
fleroxacin,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,99.0,1,1,1.0,1.0,369.3430000000002,5,1,1.6991999999999998,1,1.99563519459755
nifedipine,COC(=O)C1=C(C)NC(C)=C(OC(C)=O)C1c1ccccc1[N+](=O)[O-],49.0,0,0,1.0,1.0,346.33900000000006,7,1,2.523200000000001,1,-0.017374096069422692
carbenicillin,CC1(C)SC2C(N=C(O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,35.0,0,0,1.0,1.0,378.4060000000001,5,3,1.3268,1,-0.26884531229257996
chlorpromazine,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,25.0,0,0,1.0,1.0,318.8730000000001,3,0,4.894400000000004,1,-0.47712125471966244
lomefloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,97.0,1,1,1.0,1.0,351.353,5,2,1.7959,1,1.5096504795465824
safinamide,CC(NCc1ccc(OCc2cccc(F)c2)cc1)C(=N)O,80.0,1,1,1.0,1.0,302.349,3,3,3.418070000000001,1,0.6020599913279624
mirtazapine,CN1CCN2c3ncccc3Cc3ccccc3C2C1,49.0,0,0,1.0,1.0,265.36,3,0,2.4789000000000003,1,-0.017374096069422692
anastrozole,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,80.0,1,1,1.0,1.0,293.374,5,0,2.928760000000002,1,0.6020599913279624
piritrexim,COc1ccc(OC)c(Cc2cnc3c(C)c(=N)[nH]c(N)c3n2)c1,68.0,1,1,1.0,1.0,325.372,6,3,1.93599,1,0.32735893438633035
nefopam,CN1CCOC(c2ccccc2)c2ccccc2C1,36.0,0,0,1.0,1.0,253.345,2,0,3.238000000000002,1,-0.2498774732165999
hydromorphone,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,42.0,0,0,1.0,1.0,285.34299999999996,4,1,1.6303,1,-0.1401787031650368
oxymorphone,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,10.0,0,0,0.0,0.0,301.342,5,2,0.7451999999999999,1,-0.9542425094393249
bromodiphenhydramine,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,65.0,1,1,1.0,1.0,334.257,2,0,4.116700000000003,1,0.26884531229257996
azasetron,CN1C(=O)COc2c(C(O)=NC3CN4CCC3CC4)cc(Cl)cc21,90.0,1,1,1.0,1.0,349.81800000000004,4,1,2.0939999999999994,1,0.9542425094393249
flecainide,OC(=NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,70.0,1,1,1.0,1.0,414.34600000000006,4,2,4.015500000000003,1,0.36797678529459443
pefloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,90.0,1,1,1.0,1.0,333.36300000000006,5,1,1.6105000000000005,1,0.9542425094393249
bumetanide,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,90.0,1,1,1.0,1.0,364.42300000000006,5,3,3.036500000000001,1,0.9542425094393249
phenethicillin,CC(Oc1ccccc1)C(O)=NC1C(=O)N2C1SC(C)(C)C2C(=O)O,86.0,1,1,1.0,1.0,364.4230000000001,5,2,1.9259,1,0.7883704155653297
promethazine,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,25.0,0,0,1.0,1.0,284.428,3,0,4.239400000000003,1,-0.47712125471966244
promazine,CN(C)CCCN1c2ccccc2Sc2ccccc21,16.25,0,0,0.0,0.0,284.42800000000005,3,0,4.241000000000003,1,-0.7121314503939896
olanzapine,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,60.0,1,1,1.0,1.0,312.4420000000001,5,1,3.4392200000000033,1,0.17609125905568124
Mycophenolic acid ,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,94.0,1,1,1.0,1.0,320.341,5,2,2.73322,1,1.194976603216055
atomoxetine,CNCCC(Oc1ccccc1C)c1ccccc1,94.0,1,1,1.0,1.0,255.361,2,1,3.7246200000000034,1,1.194976603216055
ritodrine,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,30.0,0,0,1.0,1.0,287.35900000000004,4,4,2.3520000000000003,1,-0.36797678529459443
galantamine,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,99.0,1,1,1.0,1.0,287.35900000000004,4,1,1.8503,1,1.99563519459755
fenoterol,CC(Cc1ccc(O)cc1)NC(O)Cc1cc(O)cc(O)c1,2.0,0,0,0.0,0.0,303.358,5,5,1.8851,1,-1.6901960800285136
cocaine,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,57.0,1,1,1.0,1.0,303.35800000000006,5,0,1.8677,1,0.12240640009290485
scopolamine,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,27.0,0,0,1.0,1.0,303.358,5,1,0.9180999999999996,1,-0.4319590959614686
etodolac,CCc1cccc2c1NC1C2CCOC1(CC(=O)O)CC(=O)O,90.0,1,1,1.0,1.0,319.357,4,3,2.2352,1,0.9542425094393249
doxylamine,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,24.700001,0,0,1.0,1.0,270.37600000000003,3,0,2.923300000000001,1,-0.4840979995907396
tesofensine,CCOCC1C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,90.0,1,1,1.0,1.0,328.2830000000001,2,0,4.596200000000005,1,0.9542425094393249
bisaramil,CCN1CC2CN(C)CC(C1)C2OC(=O)c1ccc(Cl)cc1,56.0,1,1,1.0,1.0,322.836,4,0,2.3787000000000003,1,0.10473535052001298
orbofiban,CCOC(=O)CCN=C(O)NC1CCN(c2ccc(C(=N)N)cc2)C1=O,9.0,0,0,0.0,0.0,361.4020000000001,5,4,0.5327700000000013,1,-1.0047988828817687
atropine,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,50.0,1,1,1.0,1.0,289.37500000000006,4,1,1.9308999999999996,1,0.0
hydroxychloroquine,CCN(CCO)CCC(C)Nc1ccnc2cc(Cl)ccc12,74.0,1,1,1.0,1.0,321.85200000000003,4,2,3.392900000000002,1,0.45425837176015826
vildagliptin,N#CC1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,85.0,1,1,1.0,1.0,303.4060000000001,4,2,1.1742799999999989,1,0.7533276666586115
naratriptan,CNS(=O)(=O)CCc1ccc2[nH]c(C3CCN(C)CC3)cc2c1,69.0,1,1,1.0,1.0,335.4730000000001,3,2,2.0687999999999995,1,0.3474873969029826
meropenem,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CCC(C(=O)N(C)C)N3)C(C)C12,0.01,0,0,0.0,0.0,383.4700000000001,6,3,0.0396000000000011,1,-3.9999565683801923
bufuralol,CCc1cccc2c1CC(C(O)CNC(C)(C)C)=C2,46.0,0,0,1.0,1.0,259.393,2,2,2.9375000000000018,1,-0.06963592814139442
buflomedil,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,65.0,1,1,1.0,1.0,307.39,5,0,2.7711000000000015,1,0.26884531229257996
roxatidine,OCC(O)=NCCCOc1cccc(CN2CCCCC2)c1,95.0,1,1,1.0,1.0,306.4060000000001,4,2,2.390200000000001,1,1.2787536009528289
emedastine,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,50.0,1,1,1.0,1.0,302.422,5,0,2.2146999999999997,1,0.0
amisulpride,CCN1CCCC1CN=C(O)c1cc(S(=O)(=O)CC)c(N)cc1OC,48.0,0,0,1.0,1.0,369.4870000000002,6,2,1.8599,1,-0.03476210625921192
venlafaxine,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,45.0,0,0,1.0,1.0,277.4079999999999,3,1,3.0356000000000014,1,-0.08715017571890014
nadolol,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,30.0,0,0,1.0,1.0,309.406,5,4,0.6347999999999998,1,-0.36797678529459443
etidocaine,CCCN(CC)C(CC)C(O)=Nc1c(C)cccc1C,0.01,0,0,0.0,0.0,276.42400000000004,2,1,4.401940000000003,1,-3.9999565683801923
perindoprilate,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)O,25.0,0,0,1.0,1.0,340.4200000000001,4,3,1.4621,1,-0.47712125471966244
anisotropine,CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C,17.5,0,0,0.0,0.0,282.448,2,0,3.5158000000000023,1,-0.6734158998636306
midazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,44.0,0,1,1.0,1.0,325.77400000000006,3,0,4.324220000000002,1,-0.104735350520013
cinolazepam,N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,95.0,1,1,1.0,1.0,357.772,4,1,2.8951800000000008,1,1.2787536009528289
pinazepam,C#CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,40.0,0,0,1.0,1.0,308.7680000000001,2,0,3.1572000000000022,1,-0.17609125905568127
miconazole,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,25.0,0,0,1.0,1.0,416.1350000000001,3,0,6.454800000000002,0,-0.47712125471966244
indomethacin,COc1ccc2c(c1)c(CC(=O)O)cn2C(=O)c1ccc(Cl)cc1,99.99,1,1,1.0,1.0,343.76599999999996,4,1,3.618900000000002,1,3.9999565683799703
bicalutamide,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(O)=Nc1ccc(C#N)c(C(F)(F)F)c1,99.99,1,1,1.0,1.0,430.37900000000013,5,2,3.529080000000002,1,3.9999565683799703
sulfasalazine,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,15.0,0,0,0.0,0.0,398.4000000000001,7,3,3.7016000000000018,1,-0.7533276666586115
etoricoxib,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,99.0,1,1,1.0,1.0,358.8500000000001,4,0,4.175920000000004,1,1.99563519459755
sitaxentan,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,70.0,1,1,1.0,1.0,454.91300000000024,8,1,3.961240000000003,1,0.36797678529459443
oxaprozin,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,98.0,1,1,1.0,1.0,293.32200000000006,3,1,4.025800000000003,1,1.6901960800285136
roquinimex,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,99.0,1,1,1.0,1.0,308.337,4,1,2.5207000000000006,1,1.99563519459755
phenprocoumon,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,99.99,1,1,1.0,1.0,280.323,3,1,4.040500000000003,1,3.9999565683799703
ridogrel,O=C(O)CCCCON=C(c1cccnc1)c1cccc(C(F)(F)F)c1,90.0,1,1,1.0,1.0,366.33900000000006,4,1,4.124300000000003,1,0.9542425094393249
indobufen,CCC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,85.0,1,1,1.0,1.0,295.33799999999997,2,1,3.425200000000002,1,0.7533276666586115
zotepine,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,10.0,0,0,0.0,0.0,331.8680000000001,3,0,4.880900000000004,1,-0.9542425094393249
pleconaril,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1,70.0,1,1,1.0,1.0,381.354,6,0,4.680260000000004,1,0.36797678529459443
cibenzoline,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,86.0,1,1,1.0,1.0,262.35599999999994,2,1,2.994300000000001,1,0.7883704155653297
proquazone,Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1,7.0,0,0,0.0,1.0,278.355,3,0,3.952820000000002,1,-1.1233849085396783
cefamandole,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(N=C(O)C(O)c3ccccc3)C2SC1,96.0,1,1,1.0,1.0,462.5130000000001,10,3,0.6147000000000007,1,1.380211241711606
cefatrizine,NC(C(O)=NC1C(=O)N2C(C(=O)O)=C(CSc3cnn[nH]3)CSC12)c1ccc(O)cc1,66.0,1,1,1.0,1.0,462.5130000000001,9,5,0.8813,1,0.2880650184996135
ceftriaxone,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CSC12)c1csc(=N)[nH]1,0.01,0,0,0.0,0.0,554.5920000000001,13,5,-1.780929999999998,0,-3.9999565683801923
clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,55.0,1,1,1.0,1.0,326.83100000000013,4,1,3.7227000000000023,1,0.0871501757189002
rosiglitazone,CN(CCOc1ccc(CC2SC(=O)N=C2O)cc1)c1ccccn1,99.0,1,1,1.0,1.0,357.435,5,1,3.3312000000000017,1,1.99563519459755
cefprozil,CC=CC1=C(C(=O)O)N2C(=O)C(N=C(O)C(N)c3ccc(O)cc3)C2SC1,90.0,1,1,1.0,1.0,389.4330000000001,6,4,1.5469999999999997,1,0.9542425094393249
duloxetine,CNCCC(Oc1cccc2ccccc12)c1cccs1,50.0,1,1,1.0,1.0,297.423,3,1,4.630900000000003,1,0.0
ofloxacin,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,99.99,1,1,1.0,1.0,361.3730000000001,6,1,1.5439999999999998,1,3.9999565683799703
gemifloxacin,CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,71.0,1,1,1.0,1.0,389.38700000000017,8,2,0.966,1,0.38886035082011916
nitrendipine,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,16.5,0,0,0.0,0.0,360.366,7,1,2.5657000000000005,1,-0.7042025312696958
desoxypipradrol,c1ccc(C(c2ccccc2)C2CCCCN2)cc1,90.0,1,1,1.0,1.0,251.37299999999993,1,1,3.960600000000002,1,0.9542425094393249
dibenzepin,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,25.0,0,0,1.0,1.0,295.386,3,0,2.976300000000001,1,-0.47712125471966244
rabeprazole,COCCCOc1cc[nH+]c(CS(=O)c2nc3ccccc3[nH]2)c1C,52.0,1,1,1.0,1.0,360.45900000000006,4,1,2.40852,1,0.03476210625921191
amocarzine,CN1CCN(C(=S)Nc2ccc(Nc3ccc([N+](=O)[O-])cc3)cc2)CC1,40.0,0,1,1.0,1.0,371.4660000000002,5,2,3.282600000000002,1,-0.17609125905568127
codeine,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,50.0,1,1,1.0,1.0,299.3700000000001,4,1,1.5011,1,0.0
cyclizine,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,75.0,1,1,1.0,1.0,266.38800000000003,2,0,3.0234000000000014,1,0.47712125471966244
carazolol,CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,10.0,0,0,0.0,0.0,298.3860000000001,3,3,3.0588000000000006,1,-0.9542425094393249
tropisetron,CN1C2CCC1CC(OC(=O)c1cn(C)c3ccccc13)C2,66.0,1,1,1.0,1.0,298.3860000000001,4,0,2.960300000000001,1,0.2880650184996135
xemilofiban,C#CC(CC(=O)OCC)N=C(O)CCC(=O)Nc1ccc(C(=N)N)cc1,13.0,0,0,0.0,0.0,358.398,5,4,1.6008699999999998,1,-0.8255759003117817
trimetrexate,COc1cc(NCc2cnc3[nH]c(=N)[nH]c(=N)c3c2C)cc(OC)c1OC,45.0,0,0,1.0,1.0,370.41300000000024,7,5,1.7962599999999995,1,-0.08715017571890014
thiazinamium,CC(CN1c2ccccc2Sc2ccccc21)[N+](C)(C)C,10.0,0,0,0.0,0.0,299.463,2,0,4.384000000000004,1,-0.9542425094393249
reproterol,Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O,50.0,1,1,1.0,1.0,389.4120000000001,10,4,-0.4418000000000006,1,0.0
orphenadrine,Cc1ccccc1C(OCCN(C)C)c1ccccc1,90.0,1,1,1.0,1.0,269.388,2,0,3.662620000000003,1,0.9542425094393249
bifemelane,CNCCCCOc1ccccc1Cc1ccccc1,13.0,0,0,0.0,0.0,269.388,2,1,3.655800000000003,1,-0.8255759003117817
isoxsuprine,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,2.2,0,0,0.0,0.0,301.386,4,3,2.871200000000001,1,-1.6479161739653951
dihydrocodeine,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,20.0,0,0,1.0,1.0,301.3860000000001,4,1,1.7251,1,-0.6020599913279624
pentopril,CCOC(=O)C(C)CC(C)C(=O)N1c2ccccc2CC1C(=O)O,58.0,1,1,1.0,1.0,333.3840000000001,4,1,2.2542999999999997,1,0.1401787031650368
pancopride,Nc1cc(OCC2CC2)c(C(O)=NC2CN3CCC2CC3)cc1Cl,82.0,1,1,1.0,1.0,349.8620000000001,4,2,3.1098000000000017,1,0.6585413472804106
estradiol,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,5.0,0,0,0.0,0.0,272.3879999999999,2,2,3.609200000000002,1,-1.278753600952829
dextromethorphan,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,11.0,0,0,0.0,0.0,271.404,2,0,3.383400000000002,1,-0.9079973214866878
chloroquine,CCN(CC)CCCCN(C)c1ccnc2cc(Cl)ccc12,80.0,1,1,1.0,1.0,319.88000000000005,3,0,4.446400000000004,1,0.6020599913279624
almokalant,CCCS(=O)CCCN(CC)CC(O)COc1ccc(C#[NH+])cc1,55.0,1,1,1.0,1.0,353.50800000000004,4,2,0.4178000000000018,1,0.0871501757189002
acebutolol,CCCC(O)=Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,37.0,0,0,1.0,1.0,336.4320000000001,5,3,3.0150000000000015,1,-0.2311388253865867
penbutolol,CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,93.0,1,1,1.0,1.0,291.4350000000001,3,2,3.472000000000002,1,1.1233849085396783
bisoprolol,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,90.0,1,1,1.0,1.0,325.449,5,2,2.3659,1,0.9542425094393249
raffinose,OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,0.01,0,0,0.0,0.0,504.4380000000001,16,11,-7.571399999999989,0,-3.9999565683801923
clindamycin,CCCC1CC(C(O)=NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1,87.0,1,1,1.0,1.0,424.99100000000016,7,4,1.2298,1,0.8255759003117817
lincomycin,CCCC1CC(C(O)=NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,25.0,0,0,1.0,1.0,406.5450000000002,8,5,-0.0166999999999988,1,-0.47712125471966244
tobramycin,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,1.0,0,0,0.0,0.0,467.52000000000015,14,10,-6.295799999999999,0,-1.99563519459755
zopolrestat,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12,45.0,0,1,1.0,1.0,419.3840000000001,6,1,3.700400000000002,1,-0.08715017571890014
diacerein,CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O,35.0,0,0,1.0,1.0,368.2970000000001,7,1,2.0107999999999997,1,-0.26884531229257996
rebamipide,O=C(NC(Cc1cc(O)nc2ccccc12)C(=O)O)c1ccc(Cl)cc1,5.0,0,1,0.0,0.0,370.792,4,3,3.0195000000000007,1,-1.278753600952829
acenocoumarol,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,60.0,1,1,1.0,1.0,353.33000000000004,6,1,3.517800000000003,1,0.17609125905568124
warfarin,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,93.0,1,1,1.0,1.0,308.3330000000001,4,1,3.609600000000003,1,1.1233849085396783
laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,82.0,1,1,1.0,1.0,356.8090000000001,4,1,3.564200000000002,1,0.6585413472804106
nedocromil,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,3.0,0,0,0.0,0.0,371.34500000000014,6,2,2.476700000000001,1,-1.5096504795465824
sitafloxacin,NC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4F)c3c2Cl)CC12CC2,89.0,1,1,1.0,1.0,409.8200000000002,5,2,2.7026000000000012,1,0.9079973214866878
camazepam,CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O,90.0,1,1,1.0,1.0,371.8240000000001,4,0,3.1781000000000015,1,0.9542425094393249
dicloxacillin,Cc1onc(-c2ccccc2Cl)c1C(O)=NC1C(=O)N2C1SC(C)(C)C2C(=O)O,40.0,0,0,1.0,1.0,435.8890000000002,6,2,3.123520000000001,1,-0.17609125905568127
rivaroxaban,O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,80.0,1,1,1.0,1.0,435.8890000000001,6,1,2.5199000000000007,1,0.6020599913279624
adinazolam,CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,39.0,0,0,1.0,1.0,351.8410000000001,5,0,3.333300000000002,1,-0.1942652279842678
tetomilast,CCOc1ccc(-c2nc(-c3cccc(C(=O)O)n3)cs2)cc1OCC,99.99,1,1,1.0,1.0,370.4300000000001,6,1,4.367700000000004,1,3.9999565683799703
cefditoren,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C=Cc3scnc3C)CSC12)c1csc(=N)[nH]1,14.0,0,0,0.0,0.0,506.5910000000001,10,4,1.1230899999999997,0,-0.7883704155653297
oxacillin,Cc1onc(-c2ccccc2)c1C(O)=NC1C(=O)N2C1SC(C)(C)C2C(=O)O,33.0,0,0,1.0,1.0,401.4440000000002,6,2,2.4701200000000005,1,-0.307560862822939
folic_acid,N=c1nc(O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,75.0,1,1,1.0,1.0,441.40400000000017,9,7,0.1978699999999995,0,0.47712125471966244
ketotifen,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,60.0,1,1,1.0,1.0,309.4340000000001,3,0,4.014400000000004,1,0.17609125905568124
phenylbutazone,CCCCC1C(=O)C(=O)N(c2ccccc2)N1c1ccccc1,90.0,1,1,1.0,1.0,308.38100000000003,3,0,3.5827000000000027,1,0.9542425094393249
dolasetron,O=C(OC1CC2CC3CC(C1)N2CC3=O)c1c[nH]c2ccccc12,75.0,1,1,1.0,1.0,324.38000000000005,4,1,2.519000000000001,1,0.47712125471966244
protriptyline,CNCCCC1c2ccccc2C=Cc2ccccc21,85.0,1,1,1.0,1.0,263.384,1,1,4.301900000000003,1,0.7533276666586115
nortriptyline,CNCCC=C1c2ccccc2CCc2ccccc21,51.0,1,1,1.0,1.0,263.38399999999996,1,1,3.826400000000003,1,0.017374096069422723
isradipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,19.5,0,0,0.0,0.0,371.3930000000001,8,1,2.5822000000000003,1,-0.6157612690053504
cyamemazine,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,10.0,0,0,0.0,0.0,323.4650000000001,4,0,4.358680000000004,1,-0.9542425094393249
pirenzepine,CN1CCN(CC(=O)N2c3ccccc3C(O)=Nc3cccnc32)CC1,14.0,0,1,0.0,0.0,351.41000000000014,5,1,1.9433999999999996,1,-0.7883704155653297
bezafibrate,CC(C)(Oc1ccc(CCN=C(O)c2ccccc2)cc1)C(=O)O,99.0,1,1,1.0,1.0,327.38000000000005,3,2,3.475900000000001,1,1.99563519459755
naloxone,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,2.0,0,0,0.0,0.0,327.3800000000001,5,2,1.3014,1,-1.6901960800285136
dothiepin,CN(C)CCC=C1c2ccccc2CSc2ccccc21,30.0,0,0,1.0,1.0,295.451,2,0,4.675700000000004,1,-0.36797678529459443
pizotyline,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,78.0,1,1,1.0,1.0,295.4510000000001,2,0,4.374200000000004,1,0.5496719218682742
clamikalant,CN=C(S)NS(=O)(=O)c1cc(CCN=C(O)c2cc(Cl)ccc2OC)ccc1OC,86.0,1,1,1.0,1.0,471.98800000000017,6,3,3.0984000000000016,1,0.7883704155653297
trazodone,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,81.0,1,1,1.0,1.0,371.8720000000001,6,0,2.3617,1,0.6297314179258209
gatifloxacin,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,96.0,1,1,1.0,1.0,375.40000000000015,6,2,1.9804,1,1.380211241711606
triprolidine,Cc1ccc(C(=CCN2CCCC2)c2ccccn2)cc1,4.0,0,0,0.0,0.0,278.399,2,0,3.917520000000003,1,-1.3802112417116061
acepromazine,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,49.0,0,0,1.0,1.0,326.465,4,0,4.443600000000004,1,-0.017374096069422692
telenzepine,Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1N=C2O,54.0,1,1,1.0,1.0,370.478,5,1,2.9183200000000005,1,0.06963592814139448
