Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,MolW(Da),NumHAcceptors,NumHDonors,LogP,Lipinski_rule
"2,4-Dimethylpentane",-2.938,1,100.20499999999998,0,0,2,0.0,-4.26,CC(C)CC(C)C,100.20499999999998,0,0,2.6885000000000012,1
Dibenzofurane,-4.2010000000000005,2,168.195,0,3,0,13.14,-4.6,c1ccc2c(c1)oc1ccccc12,168.195,1,0,3.586000000000001,1
ethofumesate,-3.1839999999999997,1,286.34900000000005,0,2,4,61.830000000000005,-3.42,CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,286.34900000000005,5,0,2.0576,1
Fluometuron,-3.065,1,232.20499999999996,1,1,1,32.34,-3.43,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,232.20499999999996,1,1,2.7989000000000006,1
Acridine,-3.846,2,179.22199999999998,0,3,0,12.89,-3.67,c1ccc2nc3ccccc3cc2c1,179.22199999999998,1,0,3.3880000000000017,1
Cortisone,-2.893,1,360.45000000000016,2,4,2,91.67,-3.11,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,360.45000000000016,5,2,1.9898000000000002,1
glucose,0.501,1,180.156,5,1,1,110.38,0.74,OCC1OC(O)C(O)C(O)C1O,180.156,6,5,-3.2214000000000005,1
3-Methylphenol,-2.313,1,108.14,1,1,0,20.23,-0.68,Cc1cccc(O)c1,108.13999999999999,1,1,1.7006199999999998,1
Indapamide,-4.345,1,365.842,2,3,3,92.5,-3.5860000000000003,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,365.84200000000004,4,2,2.0834,1
Lovastatin,-4.731,1,404.54700000000025,1,3,6,72.83,-6.005,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,404.54700000000025,5,1,4.195500000000004,1
"1,4-Dinitrobenzene",-2.281,1,168.10799999999995,0,1,2,86.28,-3.39,O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,168.108,4,0,1.503,1
Reposal,-2.781,1,262.30899999999997,2,3,2,75.27000000000001,-2.696,CCC1(C2=CCC3CCC2C3)C(=O)NC(=O)NC1=O,262.30899999999997,3,2,1.4951999999999996,1
Ethyl decanoate,-3.671,1,200.32199999999995,0,0,9,26.3,-4.1,CCCCCCCCCC(=O)OCC,200.32199999999997,2,0,3.6902000000000026,1
Fenuron,-1.847,1,164.208,1,1,1,32.34,-1.6,CN(C)C(=O)Nc1ccccc1,164.208,1,1,1.7801,1
Ethyl propyl ether,-1.072,1,88.14999999999999,0,0,3,9.23,-0.66,CCCOCC,88.14999999999999,1,0,1.4329,1
2-Propanol,-0.261,1,60.096,1,0,0,20.23,0.43,CC(C)O,60.096000000000004,1,1,0.38710000000000006,1
2-Methylnapthalene,-3.802,1,142.201,0,2,0,0.0,-3.77,Cc1ccc2ccccc2c1,142.201,0,0,3.148220000000001,1
Chlorodibromethane,-2.54,1,208.28,0,0,0,0.0,-1.9,ClC(Br)Br,208.28,0,0,2.2986000000000004,1
Hexestrol,-4.854,1,270.372,2,2,5,40.46,-4.43,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,270.37199999999996,2,2,4.785200000000004,1
Malathion,-3.391,1,330.3640000000001,0,0,9,71.06,-3.37,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,330.3640000000001,8,0,2.1218000000000004,1
Benzylchloride,-2.887,1,126.58599999999996,0,1,1,0.0,-2.39,ClCc1ccccc1,126.58599999999996,0,0,2.4254000000000007,1
t-Crotonaldehyde,-0.604,1,70.09100000000001,0,0,1,17.07,0.32,C/C=C/C=O,70.09100000000001,1,0,0.7614000000000001,1
Chlorbromuron,-3.938,1,293.548,1,1,2,41.57,-3.924,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,293.548,2,1,3.127600000000002,1
"9,10-Dimethylanthracene",-5.228,1,206.288,0,3,0,0.0,-6.57,Cc1c2ccccc2c(C)c2ccccc12,206.28799999999998,0,0,4.609840000000004,1
Methyl hexanoate,-1.899,1,130.18699999999998,0,0,4,26.3,-1.87,CCCCCC(=O)OC,130.18699999999998,2,0,1.7397,1
Dimefuron,-3.831,1,338.79500000000013,1,2,2,80.37,-4.328,CN(C)C(=O)Nc1ccc(-n2nc(C(C)(C)C)oc2=O)c(Cl)c1,338.7950000000001,5,1,2.8699000000000012,1
p-Fluoroacetanilide,-2.181,1,153.156,1,1,1,29.1,-1.78,CC(=O)Nc1ccc(F)cc1,153.156,1,1,1.7840999999999998,1
alachlor,-3.319,1,269.77199999999993,0,1,6,29.54,-3.26,CCc1cccc(CC)c1N(COC)C(=O)CCl,269.77199999999993,2,0,2.9871000000000016,1
Cyclohexene,-2.16,2,82.146,0,1,0,0.0,-2.59,C1=CCCCC1,82.146,0,0,2.1166,1
Hydrocortisone ,-3.159,1,362.4660000000002,3,4,2,94.83,-3.09,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,362.4660000000002,5,3,1.7815999999999996,1
Pyrimidine,-0.884,2,80.08999999999999,0,1,0,25.78,1.1,c1cncnc1,80.08999999999999,2,0,0.4765999999999999,1
p-Chloronitrobenzene,-2.901,1,157.55599999999998,0,1,1,43.14,-2.92,O=[N+]([O-])c1ccc(Cl)cc1,157.55599999999998,2,0,2.2481999999999998,1
Methyl propionate,-0.836,1,88.106,0,0,1,26.3,-0.14,CCC(=O)OC,88.106,2,0,0.5694,1
o-Chloronitrobenzene,-2.775,1,157.55599999999998,0,1,1,43.14,-2.55,O=[N+]([O-])c1ccccc1Cl,157.55599999999998,2,0,2.2482000000000006,1
Neburon,-4.157,1,275.179,1,1,4,32.34,-4.77,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,275.179,1,1,4.257200000000004,1
Buthidazole,-2.398,1,256.33099999999996,1,2,1,69.56,-1.877,CN1CC(O)N(c2nnc(C(C)(C)C)s2)C1=O,256.331,5,1,1.0257999999999998,1
Nitrobenzene,-2.2880000000000003,1,123.11099999999996,0,1,1,43.14,-1.8,O=[N+]([O-])c1ccccc1,123.11099999999996,2,0,1.5948,1
Iodobenzene,-3.8,1,204.01,0,1,0,0.0,-3.01,Ic1ccccc1,204.01000000000002,0,0,2.2912,1
Metolazone,-3.777,1,365.8420000000001,2,3,2,92.5,-3.78,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,365.8420000000001,4,2,2.714120000000001,1
Methocarbamol,-1.4280000000000002,1,241.2429999999999,2,1,6,91.01,-0.985,COc1ccccc1OCC(O)COC(N)=O,241.24299999999994,5,2,0.5302000000000002,1
butachlor,-4.3469999999999995,1,311.85300000000007,0,1,9,29.54,-4.19,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,311.85300000000007,2,0,4.1574000000000035,1
"2,3-Dichlorophenol",-3.1439999999999997,1,163.003,1,1,0,20.23,-1.3,Oc1cccc(Cl)c1Cl,163.003,1,1,2.699,1
Propyl butyrate,-1.1909999999999998,1,102.13299999999998,0,0,2,26.3,-1.92,CCCC(=O)OC,102.13299999999998,2,0,0.9595,1
Propanil,-3.644,1,218.08299999999997,1,1,2,29.1,-3.0,CCC(=O)Nc1ccc(Cl)c(Cl)c1,218.08299999999997,1,1,3.3419000000000016,1
Triamterene,-3.051,1,253.26900000000003,3,3,1,129.62,-2.404,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,253.26900000000003,7,3,0.8334000000000001,1
Ethyl hexanoate,-2.254,1,144.21399999999997,0,0,5,26.3,-2.35,CCCCCC(=O)OCC,144.21399999999997,2,0,2.1298000000000004,1
chloralose,-1.887,1,309.529,3,2,2,88.38000000000001,-1.84,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,309.52900000000005,6,3,-0.46290000000000026,1
Amitraz,-5.5329999999999995,1,293.41400000000004,0,2,4,27.96,-5.47,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,293.41400000000004,2,0,4.871880000000004,1
Prometon,-3.448,1,225.296,2,1,5,71.96000000000001,-2.478,COc1nc(NC(C)C)nc(NC(C)C)n1,225.296,6,2,1.5208,1
1-Octene ,-3.073,1,112.216,0,0,5,0.0,-4.44,C=CCCCCCC,112.216,0,0,3.142800000000002,1
p-Methylaniline ,-1.954,1,107.156,1,1,0,26.02,-1.21,Cc1ccc(N)cc1,107.156,1,1,1.5772199999999998,1
aminothiazole,-1.226,1,100.146,1,1,0,38.91,-0.36,Nc1nccs1,100.14599999999999,3,1,0.7253000000000001,1
Metolcarb,-1.947,1,151.165,1,1,1,38.33,-1.803,CNC(=O)Oc1ccccc1,151.165,2,1,1.4048,1
3-Hexanol,-1.324,1,102.177,1,0,3,20.23,-0.8,CCCC(O)CC,102.17699999999999,1,1,1.5574,1
9-anthrol,-4.148,1,194.233,1,3,0,20.23,-4.73,Oc1c2ccccc2cc2ccccc12,194.23299999999998,1,1,3.6986000000000017,1
2-Methylanthracene,-4.87,1,192.261,0,3,0,0.0,-6.96,Cc1ccc2cc3ccccc3cc2c1,192.261,0,0,4.301420000000002,1
"1,2,3-Trimethylbenzene ",-3.312,1,120.195,0,1,0,0.0,-3.2,Cc1cccc(C)c1C,120.195,0,0,2.611860000000001,1
Aminocarb,-2.677,1,208.26099999999997,1,1,2,41.57,-2.36,CNC(=O)Oc1ccc(N(C)C)c(C)c1,208.26099999999997,3,1,1.77922,1
2-Nonanol,-2.387,1,144.258,1,0,6,20.23,-2.74,CCCCCCCC(C)O,144.258,1,1,2.727700000000002,1
Methyldymron,-3.863,1,268.36,1,2,3,32.34,-3.35,CN(C(=O)NC(C)(C)c1ccccc1)c1ccccc1,268.36,1,1,3.767700000000003,1
3-Hexanone,-1.266,1,100.161,0,0,3,17.07,-0.83,CCCC(=O)CC,100.16099999999999,1,0,1.7656,1
bromoxynil,-3.793,1,276.91499999999996,1,1,0,44.02,-3.33,N#Cc1cc(Br)c(O)c(Br)c1,276.91499999999996,2,1,2.78888,1
"3,4-PCB",-5.223,1,223.102,0,2,1,0.0,-6.39,Clc1ccc(-c2ccccc2)cc1Cl,223.102,0,0,4.660400000000002,1
Mefenacet,-4.504,1,298.367,0,3,4,42.43000000000001,-4.873,CN(C(=O)COc1nc2ccccc2s1)c1ccccc1,298.367,4,0,3.3381000000000016,1
5-hydroxyquinoline,-2.725,1,145.161,1,2,0,33.120000000000005,-2.54,Oc1cccc2ncccc12,145.161,2,1,1.9404,1
Carboxin,-2.927,1,235.308,1,2,2,38.33,-3.14,CC1=C(C(=O)Nc2ccccc2)SCCO1,235.30799999999996,3,1,2.620000000000001,1
Ethoxyzolamide,-3.085,1,258.324,1,2,3,82.28,-3.81,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,258.32399999999996,5,1,1.3424,1
Pentachlorophenol,-4.835,1,266.33799999999997,1,1,0,20.23,-4.28,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,266.33799999999997,1,1,4.6592,1
Bromochloromethane,-1.519,1,129.384,0,0,0,0.0,-0.89,ClCBr,129.384,0,0,1.5776,1
metharbital,-1.658,1,198.222,1,1,2,66.48,-2.23,CCC1(CC)C(=O)NC(=O)N(C)C1=O,198.22199999999998,3,1,0.5009999999999999,1
deoxycorticosterone acetate,-4.4719999999999995,1,372.5050000000002,0,4,3,60.440000000000005,-4.63,CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,372.5050000000002,4,0,4.266700000000004,1
benzylurea,-1.509,1,150.18099999999998,2,1,2,55.120000000000005,-0.95,NC(=O)NCc1ccccc1,150.18099999999998,1,2,0.8548999999999998,1
Chlortoluron,-3.048,1,212.68,1,1,1,32.34,-3.483,Cc1ccc(NC(=O)N(C)C)cc1Cl,212.68,1,1,2.7419200000000012,1
Linuron,-3.5810000000000004,1,249.097,1,1,2,41.57,-3.592,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,249.09699999999998,2,1,3.0185000000000013,1
Cycloheptanol,-1.7,1,114.188,1,1,0,20.23,-0.88,OC1CCCCCC1,114.188,1,1,1.7015,1
Thiamphenicol,-1.936,1,356.2270000000001,3,1,6,103.70000000000002,-2.154,CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,356.227,5,3,0.40430000000000005,1
thiopental,-2.96,1,242.344,2,1,4,58.2,-3.36,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,242.34400000000002,3,2,1.3498999999999999,1
acetazolamide,-0.7929999999999999,1,222.251,2,1,2,115.04,-2.36,CC(=O)Nc1nnc(S(N)(=O)=O)s1,222.251,6,2,-0.8561000000000003,1
p-Nitrophenol,-2.318,1,139.11,1,1,1,63.37,-0.74,O=[N+]([O-])c1ccc(O)cc1,139.10999999999999,3,1,1.3003999999999998,1
Aldrin,-5.511,1,364.914,0,4,0,0.0,-6.307,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,364.914,0,0,5.270200000000002,0
Tetrahydrofurane ,-0.62,2,72.107,0,1,0,9.23,0.49,C1CCOC1,72.107,1,0,0.7968,1
o-Nitroaniline,-2.2769999999999997,1,138.126,1,1,1,69.16,-1.96,Nc1ccccc1[N+](=O)[O-],138.126,3,1,1.177,1
"2,2',3,3'-PCB",-6.079,1,291.99199999999996,0,2,1,0.0,-7.28,Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl,291.99199999999996,0,0,5.967200000000002,0
phenylbutazone,-4.0760000000000005,1,308.38100000000003,0,3,5,40.620000000000005,-3.81,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,308.3810000000001,2,0,3.7878000000000025,1
"2,6-Dinitrotoluene",-2.553,1,182.135,0,1,2,86.28,-3.0,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],182.13499999999996,4,0,1.81142,1
Progesterone,-4.17,1,314.46900000000005,0,4,1,34.14,-4.42,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,314.46900000000005,2,0,4.723500000000005,1
Chlorazine,-3.663,1,257.76899999999995,0,1,6,45.150000000000006,-4.4110000000000005,CCN(CC)c1nc(Cl)nc(N(CC)CC)n1,257.76899999999995,5,0,2.2173999999999996,1
captafol,-4.365,1,349.06600000000014,0,2,3,37.38,-5.4,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,349.0659999999999,3,0,3.520900000000002,1
"1,2,4-tribromobenzene",-5.144,1,314.802,0,1,0,0.0,-4.5,Brc1ccc(Br)c(Br)c1,314.80199999999996,0,0,3.974100000000001,1
Oxazepam,-3.517,1,286.718,2,3,1,61.690000000000005,-3.952,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,286.718,3,2,2.4479,1
Secobarbital,-2.415,1,238.28699999999995,2,1,5,75.27000000000001,-2.356,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,238.28699999999998,3,2,1.3510999999999997,1
Carvacrol,-3.224,1,150.22099999999998,1,1,1,20.23,-2.08,Cc1ccc(C(C)C)cc1O,150.221,1,1,2.8240200000000013,1
rhodanine,-0.396,1,133.197,1,1,0,29.1,-1.77,O=C1CSC(=S)N1,133.197,3,1,0.13430000000000003,1
Morin,-2.7310000000000003,1,302.23800000000006,5,3,1,131.36,-3.083,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,302.23800000000006,7,5,1.987999999999999,1
Kepone,-5.112,1,490.6390000000001,0,6,0,17.07,-5.2589999999999995,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,490.63900000000024,1,0,4.6182,1
Disulfiram,-3.862,1,296.5520000000001,0,0,4,6.48,-4.86,CCN(CC)C(=S)SSC(=S)N(CC)CC,296.5520000000001,4,0,3.6212000000000026,1
Cyclohexane,-2.477,2,84.162,0,1,0,0.0,-3.1,C1CCCCC1,84.162,0,0,2.3406000000000002,1
Dienochlor,-7.848,1,474.64,0,2,1,0.0,-7.278,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,474.6400000000002,0,0,7.725599999999999,0
chlordimeform,-3.1639999999999997,1,196.681,0,1,2,15.6,-2.86,Cc1cc(Cl)ccc1N=CN(C)C,196.68099999999998,1,0,2.8698200000000016,1
Equilenin,-3.927,1,266.34,1,4,0,37.3,-5.24,CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O,266.34,2,1,3.9444000000000026,1
1-Octanol,-2.105,1,130.23100000000002,1,0,6,20.23,-2.39,CCCCCCCCO,130.23100000000002,1,1,2.3392000000000013,1
Diethyl sulfide,-1.598,1,90.191,0,0,2,0.0,-1.34,CCSCC,90.191,1,0,1.7593999999999999,1
"1,2-Dichloroethane",-1.374,1,98.96,0,0,1,0.0,-1.06,ClCCCl,98.96000000000001,0,0,1.464,1
2-Chloro-2-methylbutane,-2.278,1,106.596,0,0,1,0.0,-2.51,CCC(C)(C)Cl,106.59599999999999,0,0,2.4138,1
1-Chloro-2-bromoethane,-1.7380000000000002,1,143.411,0,0,1,0.0,-1.32,ClCCBr,143.411,0,0,1.6200999999999999,1
p-Nitroaniline,-1.936,1,138.126,1,1,1,69.16,-2.37,Nc1ccc([N+](=O)[O-])cc1,138.126,3,1,1.177,1
Lactose,1.071,1,342.297,8,2,4,189.52999999999997,-0.244,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,342.297,11,8,-5.397199999999993,0
RTI 2,-3.125,1,268.32,0,3,2,49.330000000000005,-2.86,CCN1C(=O)c2cccnc2N(CC)c2ncccc21,268.32,4,0,2.614700000000001,1
Chlorobenzene,-2.975,1,112.55899999999995,0,1,0,0.0,-2.38,Clc1ccccc1,112.55899999999997,0,0,2.34,1
1-Nonene ,-3.427,1,126.243,0,0,6,0.0,-5.05,C=CCCCCCCC,126.243,0,0,3.5329000000000024,1
p-Bromoiodobenzene,-4.754,1,282.90599999999995,0,1,0,0.0,-4.56,Brc1ccc(I)cc1,282.90599999999995,0,0,3.053700000000001,1
3-Methyl-3-pentanol,-1.308,1,102.17699999999998,1,0,2,20.23,-0.36,CCC(C)(O)CC,102.17699999999998,1,1,1.5574,1
Pentylbenzene,-3.899,1,148.249,0,1,4,0.0,-4.64,CCCCCc1ccccc1,148.249,0,0,3.4193000000000024,1
allantoin,0.652,1,158.117,4,1,1,113.32,-1.6,NC(=O)NC1NC(=O)NC1=O,158.117,3,4,-2.1798,1
Glafenine,-5.052,1,372.80800000000016,3,3,6,91.68,-4.571000000000001,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,372.80800000000005,6,3,3.141800000000001,1
DDD,-6.007999999999999,1,320.04600000000005,0,2,3,0.0,-7.2,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,320.04600000000005,0,0,5.929000000000002,0
testosterone acetate,-4.449,1,330.4680000000001,0,4,1,43.370000000000005,-5.184,CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,330.4680000000001,3,0,4.450000000000004,1
1-Chloronapthalene,-4.063,1,162.61899999999997,0,2,0,0.0,-3.93,Clc1cccc2ccccc12,162.61899999999997,0,0,3.4932000000000016,1
RTI 19,-4.007,1,252.31699999999995,0,3,1,23.55,-4.749,CCN1c2ccccc2C(=O)N(C)c2ccccc21,252.31699999999998,2,0,3.4346000000000023,1
2-Hexanol,-1.324,1,102.17699999999998,1,0,3,20.23,-0.89,CCCCC(C)O,102.17699999999998,1,1,1.5574,1
Propylcyclopentane,-3.16,1,112.216,0,1,2,0.0,-4.74,CCCC1CCCC1,112.21600000000001,0,0,2.976700000000002,1
Etomidate,-3.359,1,244.294,0,2,4,44.12,-4.735,CCOC(=O)c1cncn1C(C)c1ccccc1,244.294,4,0,2.669100000000001,1
"3,4-Dichlorophenol",-3.352,1,163.003,1,1,0,20.23,-1.25,Oc1ccc(Cl)c(Cl)c1,163.00300000000001,1,1,2.6990000000000007,1
Cypermethrin,-6.775,1,416.30400000000014,0,3,6,59.32000000000001,-8.017000000000001,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,416.30400000000014,4,0,6.177980000000004,0
Benzoxazole,-2.214,2,119.12299999999998,0,2,0,26.03,-1.16,c1ccc2ocnc2c1,119.12299999999998,2,0,1.8277999999999999,1
1-Pentanol,-1.042,1,88.14999999999999,1,0,3,20.23,-0.6,CCCCCO,88.14999999999999,1,1,1.1689,1
"N,N-Diethylaniline",-3.16,1,149.237,0,1,3,3.24,-3.03,CCN(CC)c1ccccc1,149.237,1,0,2.532800000000001,1
"1,3-Difluorobenzene",-2.636,1,114.094,0,1,0,0.0,-2.0,Fc1cccc(F)c1,114.094,0,0,1.9648,1
3-chloropropionitrile,-0.522,1,89.525,0,0,1,23.79,-0.29,N#CCCCl,89.525,1,0,1.1388800000000001,1
t-Pentylbenzene,-3.867,1,148.249,0,1,1,0.0,-4.15,CC(C)(C)Cc1ccccc1,148.249,0,0,3.2752000000000017,1
5-Ethyl-5-phenylbarbital,-2.272,1,232.239,2,2,2,75.27000000000001,-2.322,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,232.23899999999995,3,2,0.7004,1
o-Chloroiodobenzene,-4.3839999999999995,1,238.455,0,1,0,0.0,-3.54,Clc1ccccc1I,238.45499999999998,0,0,2.9446000000000003,1
Benzotriazole,-2.21,2,119.127,1,2,0,41.57,-0.78,c1ccc2[nH]nnc2c1,119.127,2,1,0.9578999999999998,1
Carbofuran,-3.05,1,221.25599999999991,1,2,1,47.56,-2.8,CNC(=O)Oc1cccc2c1OC(C)(C)C2,221.25599999999994,3,1,2.1183,1
"2,6-Dimethylphenol",-2.589,1,122.167,1,1,0,20.23,-1.29,Cc1cccc(C)c1O,122.16699999999999,1,1,2.00904,1
3-Methyl-2-butanol,-0.954,1,88.14999999999999,1,0,1,20.23,-0.18,CC(C)C(C)O,88.14999999999999,1,1,1.0231999999999999,1
benzhydrol,-3.033,1,184.238,1,2,2,20.23,-2.55,OC(c1ccccc1)c1ccccc1,184.238,1,1,2.768300000000001,1
Methyl decanoate,-3.3160000000000003,1,186.295,0,0,8,26.3,-4.69,CCCCCCCCCC(=O)OC,186.295,2,0,3.3001000000000023,1
Dicapthon,-4.188,1,297.656,0,1,5,70.83000000000001,-4.31,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,297.65599999999995,6,0,3.144300000000002,1
1-Bromo-2-methylpropane,-2.2880000000000003,1,137.01999999999998,0,0,1,0.0,-2.43,CC(C)CBr,137.01999999999998,0,0,2.0373,1
Iodoethane,-2.066,1,155.966,0,0,0,0.0,-1.6,CCI,155.966,0,0,1.4413,1
Pirimicarb,-2.34,1,238.29099999999997,0,1,2,58.56000000000001,-1.95,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,238.29099999999997,5,0,1.2198399999999998,1
1-Bromohexane,-3.012,1,165.074,0,0,4,0.0,-3.81,CCCCCCBr,165.074,0,0,2.9616000000000016,1
2-Methylpentane,-2.6,1,86.178,0,0,2,0.0,-3.74,CCCC(C)C,86.178,0,0,2.442500000000001,1
Tetrafluthrin,-6.3389999999999995,1,418.7360000000001,0,2,4,26.3,-7.321000000000001,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,418.7360000000001,2,0,5.551820000000002,0
Metolachlor,-3.431,1,283.7989999999999,0,1,6,29.54,-2.73,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,283.799,2,0,3.1641200000000014,1
nifuroxime,-1.843,1,156.09699999999998,1,1,2,88.87,-2.19,O=[N+]([O-])c1ccc(C=NO)o1,156.09699999999998,5,1,0.9959,1
Fluvalinate,-8.057,1,502.9200000000002,1,3,8,71.35,-8.003,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,502.9200000000002,5,1,7.395680000000005,0
Amitrole,-0.674,1,84.082,2,1,0,67.59,0.522,Nc1nc[nH]n1,84.082,3,2,-0.6131000000000002,1
Tribromomethane,-2.904,1,252.731,0,0,0,0.0,-1.91,BrC(Br)Br,252.731,0,0,2.4547,1
Trichlorfon,-1.866,1,257.437,1,0,3,55.760000000000005,-0.22,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,257.437,4,1,2.1609000000000003,1
Phosalone,-5.024,1,367.8160000000001,0,2,7,53.6,-5.233,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,367.8160000000001,7,0,4.236100000000003,1
Phenylmethanol,-1.699,1,108.13999999999996,1,1,1,20.23,-0.4,OCc1ccccc1,108.13999999999997,1,1,1.1789,1
Coumatetralyl,-5.194,1,292.33400000000006,1,4,1,50.44,-2.84,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,292.33399999999995,3,1,3.9668000000000028,1
4-Bromophenol,-3.1319999999999997,1,173.009,1,1,0,20.23,-1.09,Oc1ccc(Br)cc1,173.00900000000001,1,1,2.1547,1
2-Bromopropane,-1.949,1,122.993,0,0,0,0.0,-1.59,CC(C)Br,122.993,0,0,1.7897,1
"2,2,4-Trimethylpentane",-3.276,1,114.232,0,0,1,0.0,-4.74,CC(C)CC(C)(C)C,114.23199999999999,0,0,3.0786000000000016,1
"1,3,5-Trinitrobenzene",-2.324,1,213.10499999999996,0,1,3,129.42000000000002,-2.89,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,213.105,6,0,1.4111999999999998,1
Nimetazepam,-3.557,1,295.29800000000006,0,3,2,75.81,-3.796,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,295.29800000000006,4,0,2.4086000000000007,1
Propane,-1.5530000000000002,1,44.096999999999994,0,0,0,0.0,-1.94,CCC,44.096999999999994,0,0,1.4163,1
Minoxidil,-1.809,1,209.25299999999996,2,2,1,95.11,-1.989,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],209.25300000000001,5,2,-0.13029999999999975,1
1-aminoacridine,-3.542,1,194.237,1,3,0,38.91,-4.22,Nc1cccc2nc3ccccc3cc12,194.23700000000002,2,1,2.970200000000001,1
Benzo(k)fluoranthene,-6.007000000000001,2,252.31599999999997,0,5,0,0.0,-8.49,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,252.31599999999997,0,0,5.640400000000003,0
Dicofol,-6.268,1,370.49,1,2,2,20.23,-5.666,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,370.49,1,1,5.599500000000002,0
Acenapthene,-3.792,2,154.21199999999996,0,3,0,0.0,-4.63,c1cc2c3c(cccc3c1)CC2,154.21199999999993,0,0,2.9384000000000006,1
Dialifos,-5.026,1,393.85400000000016,0,2,8,55.84,-6.34,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,393.85400000000016,6,0,3.878200000000003,1
"1,4-Dibromobenzene",-4.298,1,235.906,0,1,0,0.0,-4.07,Brc1ccc(Br)cc1,235.90599999999998,0,0,3.2116000000000007,1
Methazole,-3.6010000000000004,1,261.064,0,2,1,57.14,-2.82,Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,261.064,5,0,1.4359999999999997,1
p-Phenylphenol,-3.701,1,170.211,1,2,1,20.23,-3.48,Oc1ccc(-c2ccccc2)cc1,170.211,1,1,3.0592000000000015,1
