"SMILES","EXTERNALID","N","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","Oral absorption","UNIT {Oral absorption}","Oral absorption {measured, converted}","UNIT {Oral absorption}","Species","AssayID","UNIT {AssayID}","Molecule ChEMBL ID","UNIT {Molecule ChEMBL ID}","Document ChEMBL ID","UNIT {Document ChEMBL ID}","Clinical phase","UNIT {Clinical phase}"
"O1C(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)(CO)C(O)C(O)C1CO","-","AUTO_788","Raffinose","A110666","24306326","-","-","0.0","% ","0.0","% ","","","-","","-","","-","","-"
"S1C2=C(C=CC(O)=C2)C(C(=O)C3=CC=C(OCCN4CCCCC4)C=C3)=C1C5=CC=C(O)C=C5","-","AUTO_789","Raloxifene","A110666","24306326","-","-","2.0","% ","2.0","% ","","","-","","-","","-","","-"
"FC1=CC=C(C=C1)CNC(O)=C2N=C(N(C)C(=O)C2=O)C(NC(=O)C=3OC(=NN3)C)(C)C","-","AUTO_790","Raltegravir","A110666","24306326","-","-","31.8","% ","31.8","% ","","","-","","-","","-","","-"
"S1C(=CC=C1N(CC2=CC3=C(NC(=NC3=O)C)C=C2)C)C(=O)NC(CCC(O)=O)C(O)=O","-","AUTO_791","raltitrexed","A110666","24306326","-","-","15.0","% ","15.0","% ","","","-","","-","","-","","-"
"O1CCC2=C3C(CCC3CCNC(=O)CC)=CC=C12","-","AUTO_792","Ramelteon","A110666","24306326","-","-","1.8","% ","1.8","% ","","","-","","-","","-","","-"
"O(C(=O)C(NC(C(=O)N1C2C(CC1C(O)=O)CCC2)C)CCC3=CC=CC=C3)CC","-","AUTO_793","Ramipril","A110666","24306326","-","-","28.0","% ","28.0","% ","","","-","","-","","-","","-"
"OC(=O)C1N(C2C(C1)CCC2)C(=O)C(NC(CCC3=CC=CC=C3)C(O)=O)C","-","AUTO_794","Ramiprilat","A110666","24306326","-","-","44.0","% ","44.0","% ","","","-","","-","","-","","-"
"O=N1=CC=CC=C1C(=O)NCCSCC2=CC=C(CN(C)C)O2","-","AUTO_795","Ramixotidine","A110666","24306326","-","-","60.0","% ","60.0","% ","","","-","","-","","-","","-"
"S(CC=1OC(=CC1)CN(C)C)CCNC(NC)=C[N+](=O)[O-]","-","AUTO_796","Ranitidine","A110666","24306326","-","-","52.0","% ","52.0","% ","","","-","","-","","-","","-"
"O(CC(O)CN1CCN(CC1)CC(=O)NC2=C(C=CC=C2C)C)C3=CC=CC=C3OC","-","AUTO_797","RANOLAZINE","A110666","24306326","-","-","42.5","% ","42.5","% ","","","-","","-","","-","","-"
"N(CC#C)C1CCC2=C1C=CC=C2","-","AUTO_798","rasagiline","A110666","24306326","-","-","36.0","% ","36.0","% ","","","-","","-","","-","","-"
"O1CCNCC1C(OC2=CC=CC=C2OCC)C3=CC=CC=C3","-","AUTO_799","Reboxetine","A110666","24306326","-","-","94.0","% ","94.0","% ","","","-","","-","","-","","-"
"O=C(NC1=C(C=CC=C1C)C)NCCCNC(C)C","-","AUTO_800","recainam","A110666","24306326","-","-","73.0","% ","73.0","% ","","","-","","-","","-","","-"
"S(=O)(=O)(C(C)(C)C)CC(CC1=CC=CC=C1)C(=O)NC(CC=2NC=NC2)C(=O)NC(CC3CCCCC3)C(O)C(O)C4CC4","-","AUTO_801","remikiren","A110666","24306326","-","-","1.0","% ","1.0","% ","","","-","","-","","-","","-"
"BrC1=CC=C(OC)C(C(=O)NCC2N(CCC2)CC)=C1OC","-","AUTO_802","remoxipride","A110666","24306326","-","-","90.0","% ","90.0","% ","","","-","","-","","-","","-"
"O(CC)C1=CC(=CC=C1C(O)=O)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3","-","AUTO_803","Repaglinide","A110666","24306326","-","-","56.0","% ","56.0","% ","","","-","","-","","-","","-"
"OC1=CC(=CC(O)=C1)C(O)CNCCCN2C3=C(N=C2)N(C)C(=O)N(C)C3=O","-","AUTO_804","Reproterol","A110666","24306326","-","-","50.0","% ","50.0","% ","","","-","","-","","-","","-"
"O(C)C1C(C2C(CC1OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)CN4C(C5=NC6=C(C5CC4)C=CC=C6OC)C2)C(OC)=O","-","AUTO_805","reserpine","A110666","24306326","-","-","50.0","% ","50.0","% ","","","-","","-","","-","","-"
"O1C(CO)C(O)C(O)C1N2N=C(N=C2)C(=O)N","-","AUTO_806","Ribavirin","A110666","24306326","-","-","60.0","% ","60.0","% ","","","-","","-","","-","","-"
"O1C2=C3C4=C(C(O)=C2C)C(=O)C(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C(C)C(OC)C=COC1(C)C3=O)C)=C5NC6(N=C54)CCN(CC6)CC(C)C","-","AUTO_807","RIFABUTIN","A110666","24306326","-","-","20.0","% ","20.0","% ","","","-","","-","","-","","-"
"O1C=2C3=C4C(=C(O)C2C)C(O)=C(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C(C)C(OC)C=COC1(C)C3=O)C)C(C=NN5CCN(CC5)C)=C4O","-","AUTO_808","Rifampin","A110666","24306326","-","-","70.0","% ","70.0","% ","","","-","","-","","-","","-"
"O1C=2C3=C4C(=C(O)C2C)C(O)=C(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C(C)C(OC)C=COC1(C)C3=O)C)C(C=NN5CCN(CC5)C6CCCC6)=C4O","-","AUTO_809","RIFAPENTINE","A110666","24306326","-","-","70.0","% ","70.0","% ","","","-","","-","","-","","-"
"O1C=2C3=C4C(=C(O)C2C)C(O)=C(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C(C)C(OC)C=COC1(C)C3=O)C)C=5N6C(=NC54)C=C(C=C6)C","-","AUTO_810","Rifaximin","A110666","24306326","-","-","1.0","% ","1.0","% ","","","-","","-","","-","","-"
"S1C=2C=C(OC(F)(F)F)C=CC2N=C1N","-","AUTO_811","Riluzole","A110666","24306326","-","-","64.0","% ","64.0","% ","","","-","","-","","-","","-"
"P(O)(O)(=O)C(P(O)(O)=O)(O)CC1=CC=CN=C1","-","AUTO_812","Risedronate","A110666","24306326","-","-","1.0","% ","1.0","% ","","","-","","-","","-","","-"
"FC1=CC=2ON=C(C2C=C1)C3CCN(CC3)CCC=4C(=O)N5C(=NC4C)CCCC5","-","AUTO_813","Risperidone","A110666","24306326","-","-","66.0","% ","66.0","% ","","","-","","-","","-","","-"
"OC1=CC=C(C=C1)C(O)C(NCCC2=CC=C(O)C=C2)C","-","AUTO_814","ritodrine","A110666","24306326","-","-","30.0","% ","30.0","% ","","","-","","-","","-","","-"
"S1C=NC=C1COC(=O)NC(CC2=CC=CC=C2)C(O)CC(NC(=O)C(NC(=O)N(CC=3N=C(SC3)C(C)C)C)C(C)C)CC4=CC=CC=C4","-","AUTO_815","Ritonavir","A110666","24306326","-","-","70.0","% ","70.0","% ","","","-","","-","","-","","-"
"O(C(=O)N(CC)C)C1=CC(=CC=C1)C(N(C)C)C","-","AUTO_816","Rivastigmine","A110666","24306326","-","-","72.0","% ","72.0","% ","","","-","","-","","-","","-"
"N1C=C(C2=CC(=CC=C12)CN3N=CN=C3)CCN(C)C","-","AUTO_817","Rizatriptan","A110666","24306326","-","-","45.0","% ","45.0","% ","","","-","","-","","-","","-"
"S(=O)(=O)(C)C1=CC=C(C=C1)C=2COC(=O)C2C3=CC=CC=C3","-","AUTO_818","ROFECOXIB","A110666","24306326","-","-","93.0","% ","93.0","% ","","","-","","-","","-","","-"
"O(C1=CC(=CC=C1OC)C2CC(=O)NC2)C3CCCC3","-","AUTO_819","rolipram","A110666","24306326","-","-","75.0","% ","75.0","% ","","","-","","-","","-","","-"
"O=C1NC2=C(C1)C(=CC=C2)CCN(CCC)CCC","-","AUTO_820","ropinirole","A110666","24306326","-","-","55.0","% ","55.0","% ","","","-","","-","","-","","-"
"OC=1N(C2=C(C=CC=C2)C(=O)C1C(=O)N(C)C3=CC=CC=C3)C","-","AUTO_821","Roquinimex","A110666","24306326","-","-","99.0","% ","99.0","% ","","","-","","-","","-","","-"
"O1C(OC2C(C)C(O)CC(OC(CC)C(C3OC3(C=CC(=O)C(CC2CC=O)C)C)C)=O)C(O)C(N(C)C)CC1C","-","AUTO_822","Rosaramicin","A110666","24306326","-","-","32.0","% ","32.0","% ","","","-","","-","","-","","-"
"S1C(CC2=CC=C(OCCN(C)C3=NC=CC=C3)C=C2)C(=O)NC1=O","-","AUTO_823","Rosiglitazone","A110666","24306326","-","-","99.0","% ","99.0","% ","","","-","","-","","-","","-"
"S(=O)(=O)(N(C)C1=NC(C2=CC=C(F)C=C2)=C(C=CC(O)CC(O)CC(O)=O)C(=N1)C(C)C)C","-","AUTO_824","Rosuvastatin","A110666","24306326","-","-","20.0","% ","20.0","% ","","","-","","-","","-","","-"
"O1C(CC)C(O)(C)C(O)C(C)C(=NOCOCCOC)C(CC(O)(C)C(OC2OC(CC(N(C)C)C2O)C)C(C)C(OC3OC(C)C(O)C(OC)(C3)C)C(C)C1=O)C","-","AUTO_825","Roxithromycin","A110666","24306326","-","-","50.0","% ","50.0","% ","","","-","","-","","-","","-"
"FC1=CC=CC(F)=C1CN2N=NC(=C2)C(=O)N","-","AUTO_826","Rufinamide","A110666","24306326","-","-","85.0","% ","85.0","% ","","","-","","-","","-","","-"
"S1(=O)(=O)NC(=O)C2=C1C=CC=C2","-","AUTO_827","saccharin","A110666","24306326","-","-","84.0","% ","84.0","% ","","","-","","-","","-","","-"
"S(=CC1OC(N2C3=NC=NC(N)=C3N=C2)C(O)C1O)(CCC(N)C(O)=O)C","-","AUTO_828","S-Adenosylmethionine","A110666","24306326","-","-","5.0","% ","5.0","% ","","","-","","-","","-","","-"
"OC1=CC=CC=C1C(O)=O","-","AUTO_829","Salicylic acid","A110666","24306326","-","-","99.0","% ","99.0","% ","","","-","","-","","-","","-"
"O1C2C3N(C(CC(OC(=O)C(CO)C4=CC=CC=C4)C3)C12)C","-","AUTO_830","Scopolamine","A110666","24306326","-","-","27.0","% ","27.0","% ","","","-","","-","","-","","-"
"N(C(CC1=CC=CC=C1)C)(CC#C)C","-","AUTO_831","Selegiline; (-)-Deprenil","A110666","24306326","-","-","4.4000001","% ","4.4000001","% ","","","-","","-","","-","","-"
"S(=O)(=O)(NC1=CC=C(C=C1)C(=O)NCCN(CC)CC)C","-","AUTO_832","sematilide","A110666","24306326","-","-","61.3","% ","61.3","% ","","","-","","-","","-","","-"
"ClC1=CC(Cl)=CC=C1C(OCC=2C3=C(SC2)C(Cl)=CC=C3)CN4C=CN=C4","-","AUTO_833","Sertaconazole","A110666","24306326","-","-","0.0","% ","0.0","% ","","","-","","-","","-","","-"
"ClC1=CC2=C(N(C=C2C3CCN(CC3)CCN4CCNC4=O)C5=CC=C(F)C=C5)C=C1","-","AUTO_834","sertindole","A110666","24306326","-","-","74.0","% ","74.0","% ","","","-","","-","","-","","-"
"ClC1=CC(=CC=C1Cl)C2CCC(NC)C3=C2C=CC=C3","-","AUTO_835","Sertraline","A110666","24306326","-","-","44.0","% ","44.0","% ","","","-","","-","","-","","-"
"S(=O)(=O)(N1CCN(CC1)C)C2=CC(C=3NC(=O)C=4N(N=C(C4N3)CCC)C)=C(OCC)C=C2","-","AUTO_836","sildenafil","A110666","24306326","-","-","38.0","% ","38.0","% ","","","-","","-","","-","","-"
"FC(F)(F)COC1=CC=CC=C1OCCNC(CC2=CC(=C3N(CCC3=C2)CCCO)C(=O)N)C","-","AUTO_837","SILODOSIN","A110666","24306326","-","-","32.0","% ","32.0","% ","","","-","","-","","-","","-"
"O1C(CC(O)CC1=O)CCC2C3C(=CC(CC3OC(=O)C(CC)(C)C)C)C=CC2C","-","AUTO_838","Simvastatin","A110666","24306326","-","-","3.0","% ","3.0","% ","","","-","","-","","-","","-"
"O1C(CC(=O)C(C=C(C)C(O)C(OC)C(=O)C(CC(C=CC=CC=C(C)C(OC)CC2OC(O)(C(=O)C(=O)N3C(CCCC3)C1=O)C(CC2)C)C)C)C)C(CC4CC(OC)C(O)CC4)C","-","AUTO_839","Sirolimus","A110666","24306326","-","-","15.0","% ","15.0","% ","","","-","","-","","-","","-"
"ClC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N3CC4(CC4)C(N)C3)C5CC5F","-","AUTO_840","Sitafloxacin","A110666","24306326","-","-","89.0","% ","89.0","% ","","","-","","-","","-","","-"
"FC1=CC(F)=C(F)C=C1CC(N)CC(=O)N2CCN3C(=NN=C3C(F)(F)F)C2","-","AUTO_841","Sitagliptin","A110666","24306326","-","-","87.0","% ","87.0","% ","","","-","","-","","-","","-"
"O(C(=O)N1CCC2=C(C=CC=C2)C1C3=CC=CC=C3)C4C5CCN(C4)CC5","-","AUTO_842","Solifenacin","A110666","24306326","-","-","90.0","% ","90.0","% ","","","-","","-","","-","","-"
"ClC1=CC=C(NC(=O)NC2=CC=C(OC3=CC(=NC=C3)C(=O)NC)C=C2)C=C1C(F)(F)F","-","AUTO_843","Sorafenib","A110666","24306326","-","-","39.0","% ","39.0","% ","","","-","","-","","-","","-"
"CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O","-","AUTO_844","Sotalol","A110666","24306326","-","-","95.0","% ","95.0","% ","","","-","","-","","-","","-"
"FC1=C(N2CC(NC(C2)C)C)C(F)=C3N(C=C(C(O)=O)C(=O)C3=C1N)C4CC4","-","AUTO_845","sparfloxacin","A110666","24306326","-","-","92.0","% ","92.0","% ","","","-","","-","","-","","-"
"O1C(C)C(OC2OC(C)C(O)C(O)(C2)C)C(N(C)C)C(O)C1OC3C(OC)C(O)CC(OC(CC=CC=CC(OC4OC(C)C(N(C)C)CC4)C(CC3CC=O)C)C)=O","-","AUTO_846","spiramycin","A110666","24306326","-","-","35.0","% ","35.0","% ","","","-","","-","","-","","-"
"S(C(=O)C)C1C2C3CCC4(OC(=O)CC4)C3(CCC2C5(C(C1)=CC(=O)CC5)C)C","-","AUTO_847","spironolactone","A110666","24306326","-","-","25.0","% ","25.0","% ","","","-","","-","","-","","-"
"O1C(C=CC1N2C=C(C)C(=O)NC2=O)CO","-","AUTO_848","Stavudine","A110666","24306326","-","-","82.0","% ","82.0","% ","","","-","","-","","-","","-"
"O1C(CO)C(O)C(O)C(NC)C1OC2C(O)(C=O)C(OC2OC3C(NC(N)=N)C(O)C(NC(N)=N)C(O)C3O)C","-","AUTO_849","Streptomycin","A110666","24306326","-","-","1.0","% ","1.0","% ","","","-","","-","","-","","-"
"O1C(CO)C(O)C(O)C(NC(=O)N(N=O)C)C1O","-","AUTO_850","streptozocin","A110666","24306326","-","-","21.0","% ","21.0","% ","","","-","","-","","-","","-"
"SC(C(S)C(O)=O)C(O)=O","-","AUTO_851","Succimer","A110666","24306326","-","-","20.0","% ","20.0","% ","","","-","","-","","-","","-"
"O(C(=O)CCC(OCC[N+](C)(C)C)=O)CC[N+](C)(C)C","-","AUTO_852","Succinylcholine","A110666","24306326","-","-","0.0","% ","0.0","% ","","","-","","-","","-","","-"
"S1C=CC=C1CCN2CCC(N(C(=O)CC)C3=CC=CC=C3)(CC2)COC","-","AUTO_853","sufentanil","A110666","24306326","-","-","0.0","% ","0.0","% ","","","-","","-","","-","","-"
"S(=O)(=O)(NC1=NC=CC=N1)C2=CC=C(N)C=C2","-","AUTO_854","sulfadiazine","A110666","24306326","-","-","90.0","% ","90.0","% ","","","-","","-","","-","","-"
"S(=O)(=O)(NC1=NC(OC)=NC(OC)=C1)C2=CC=C(N)C=C2","-","AUTO_855","sulfadimethoxine","A110666","24306326","-","-","59.099998","% ","59.099998","% ","","","-","","-","","-","","-"
"S(=O)(=O)(NC1=NC(=CC=N1)C)C2=CC=C(N)C=C2","-","AUTO_856","sulfamerazine","A110666","24306326","-","-","81.0","% ","81.0","% ","","","-","","-","","-","","-"
"S(=O)(=O)(NC1=NC(=CC(=N1)C)C)C2=CC=C(N)C=C2","-","AUTO_857","Sulfamethazine","A110666","24306326","-","-","86.5","% ","86.5","% ","","","-","","-","","-","","-"
"S(NC1=NOC(=C1)C)(C2=CC=C(C=C2)N)(=O)=O","-","AUTO_858","sulfamethoxazole","A110666","24306326","-","-","99.0","% ","99.0","% ","","","-","","-","","-","","-"
"S(=O)(=O)(NC1=NC=CC=C1)C2=CC=C(N=NC3=CC(C(O)=O)=C(O)C=C3)C=C2","-","AUTO_859","Sulfasalazine","A110666","24306326","-","-","15.0","% ","15.0","% ","","","-","","-","","-","","-"
"S(=O)(CCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4","-","AUTO_860","Sulfinpyrazone","A110666","24306326","-","-","99.0","% ","99.0","% ","","","-","","-","","-","","-"
"CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N","-","AUTO_861","sulfisoxazole","A110666","24306326","-","-","96.0","% ","96.0","% ","","","-","","-","","-","","-"
"S(=O)(C)C1=CC=C(C=C1)C=C2C3=C(C=C(F)C=C3)C(CC(O)=O)=C2C","-","AUTO_862","Sulindac","A110666","24306326","-","-","88.0","% ","88.0","% ","","","-","","-","","-","","-"
"S(=O)(=O)(N)C1=CC(C(=O)NCC2CCN(C2)CC)=C(OC)C=C1","-","AUTO_863","sulpiride","A110666","24306326","-","-","27.0","% ","27.0","% ","","","-","","-","","-","","-"
"S(=O)(=O)(NC)CC1=CC2=C(NC=C2CCN(C)C)C=C1","-","AUTO_864","sumatriptan","A110666","24306326","-","-","14.0","% ","14.0","% ","","","-","","-","","-","","-"
"FC1=CC2=C(NC(=O)C2=CC=3NC(C)=C(C(=O)NCCN(CC)CC)C3C)C=C1","-","AUTO_865","Sunitinib","A110666","24306326","-","-","54.5","% ","54.5","% ","","","-","","-","","-","","-"
"S1C=CC=C1C(=O)C2=CC=C(C=C2)C(C(O)=O)C","-","AUTO_866","Suprofen","A110666","24306326","-","-","92.0","% ","92.0","% ","","","-","","-","","-","","-"
"S(O)(=O)(=O)C1=C2C(=CC(S(O)(=O)=O)=C1)C(S(O)(=O)=O)=CC=C2NC(=O)C3=CC(NC(=O)C4=CC(NC(=O)NC5=CC(=CC=C5)C(=O)NC6=CC(=CC=C6C)C(=O)NC=7C=8C(=CC(S(O)(=O)=O)=CC8S(O)(=O)=O)C(S(O)(=O)=O)=CC7)=CC=C4)=C(C=C3)C","-","AUTO_867","Suramin","A110666","24306326","-","-","0.0","% ","0.0","% ","","","-","","-","","-","","-"
"N=1C2=C(CCCC2)C(N)=C3C1C=CC=C3","-","AUTO_868","Tacrine","A110666","24306326","-","-","17.0","% ","17.0","% ","","","-","","-","","-","","-"
"O1C(C(=CC2CC(OC)C(O)CC2)C)C(C)C(O)CC(=O)C(C=C(CC(CC(OC)C3OC(O)(C(=O)C(=O)N4C(CCCC4)C1=O)C(CC3OC)C)C)C)CC=C","-","AUTO_869","Tacrolimus","A110666","24306326","-","-","25.0","% ","25.0","% ","","","-","","-","","-","","-"
"O1C2=CC(=CC=C2OC1)C3N4C(CC5=C3NC6=C5C=CC=C6)C(=O)N(CC4=O)C","-","AUTO_870","tadalafil","A110666","24306326","-","-","16.0","% ","16.0","% ","","","-","","-","","-","","-"
"O(CC(O)CNC(C)(C)C)C1=CC=C(NC(=O)NC2CCCCC2)C=C1","-","AUTO_871","Talinolol","A110666","24306326","-","-","55.0","% ","55.0","% ","","","-","","-","","-","","-"
"S(=O)(=O)(N)C1=CC(=CC=C1OC)CC(NCCOC2=CC=CC=C2OCC)C","-","AUTO_872","tamsulosin","A110666","24306326","-","-","99.0","% ","99.0","% ","","","-","","-","","-","","-"
"O=C1N(C2=NC(=NC(=C2CC1)C)C)CC3=CC=C(C=C3)C4=CC=CC=C4C=5N=NNN5","-","AUTO_873","Tasosartan","A110666","24306326","-","-","50.0","% ","50.0","% ","","","-","","-","","-","","-"
"O(C)C=1C=C2C(NC=C2C=NNC(NCCCCC)=N)=CC1","-","AUTO_874","tegaserod","A110666","24306326","-","-","11.0","% ","11.0","% ","","","-","","-","","-","","-"
"O1C(CO)C(O)CC1N2C=C(C)C(=O)NC2=O","-","AUTO_875","Telbivudine","A110666","24306326","-","-","68.0","% ","68.0","% ","","","-","","-","","-","","-"
"S1C=C2C(N(C3=C(NC2=O)C=CC=C3)C(=O)CN4CCN(CC4)C)=C1C","-","AUTO_876","telenzepine","A110666","24306326","-","-","54.0","% ","54.0","% ","","","-","","-","","-","","-"
"O1C(CC)C2(OC(=O)N(C2C(C)C(=O)C(CC(OC)(C)C(OC3OC(CC(N(C)C)C3O)C)C(C)C(=O)C(C)C1=O)C)CCCCN4C=C(N=C4)C5=CC=CN=C5)C","-","AUTO_877","Telithromycin","A110666","24306326","-","-","57.0","% ","57.0","% ","","","-","","-","","-","","-"
"CCCC1=NC=2C(C)=CC(=CC2N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C5=NC=6C=CC=CC6N5C","-","AUTO_878","Telmisartan","A110666","24306326","-","-","50.0","% ","50.0","% ","","","-","","-","","-","","-"
"FC1=CC(F)=CC=C1N2C=C(C(O)=O)C(=O)C3=CC(F)=C(N4CC(NCC4)C)C=C23","-","AUTO_879","Temafloxacin","A110666","24306326","-","-","95.0","% ","95.0","% ","","","-","","-","","-","","-"
"ClC1=CC2=C(N(C)C(=O)C(O)N=C2C3=CC=CC=C3)C=C1","-","AUTO_880","Temazepam","A110666","24306326","-","-","91.0","% ","91.0","% ","","","-","","-","","-","","-"
"O=C1N(N=NC2=C1NN=C2C(=O)N)C","-","AUTO_881","temozolomide","A110666","24306326","-","-","96.0","% ","96.0","% ","","","-","","-","","-","","-"
"S1C=CC=C1C2OC3C(OC(OC4C5C(C(C6=C4C=C7OCOC7=C6)C8=CC(OC)=C(O)C(OC)=C8)C(OC5)=O)C(O)C3O)CO2","-","AUTO_882","Teniposide","A110666","24306326","-","-","41.0","% ","41.0","% ","","","-","","-","","-","","-"
"P(O)(O)(=O)COC(CN1C2=NC=NC(N)=C2N=C1)C","-","AUTO_883","Tenofovir","A110666","24306326","-","-","25.0","% ","25.0","% ","","","-","","-","","-","","-"
"S1C2=C(S(=O)(=O)N(C)C(C(=O)NC3=NC=CC=C3)=C2O)C=C1","-","AUTO_884","Tenoxicam","A110666","24306326","-","-","99.0","% ","99.0","% ","","","-","","-","","-","","-"
"O1CCCC1C(=O)N2CCN(CC2)C3=NC(N)=C4C=C(OC)C(OC)=CC4=N3","-","AUTO_885","Terazosin","A110666","24306326","-","-","90.0","% ","90.0","% ","","","-","","-","","-","","-"
"N(CC1=C2C(=CC=C1)C=CC=C2)(CC=CC#CC(C)(C)C)C","-","AUTO_886","terbinafine","A110666","24306326","-","-","40.0","% ","40.0","% ","","","-","","-","","-","","-"
"OC1=CC(=CC(O)=C1)C(O)CNC(C)(C)C","-","AUTO_887","Terbutaline","A110666","24306326","-","-","14.0","% ","14.0","% ","","","-","","-","","-","","-"
"OC(C1CCN(CC1)CCCC(O)C2=CC=C(C=C2)C(C)(C)C)(C3=CC=CC=C3)C4=CC=CC=C4","-","AUTO_888","Terfenadine","A110666","24306326","-","-","1.0","% ","1.0","% ","","","-","","-","","-","","-"
"O=C(NC1CC2C(N(C1)C)CC=3C4=C2C=CC=C4NC3)N(CC)CC","-","AUTO_889","Terguride","A110666","24306326","-","-","30.0","% ","30.0","% ","","","-","","-","","-","","-"
"N(C(C)(C)C)C(CC(C1=CC=CC=C1)C2=CC=CC=C2)C","-","AUTO_890","Terodiline","A110666","24306326","-","-","82.0","% ","82.0","% ","","","-","","-","","-","","-"
"S1C2=C(CCC1)C=CC=C2OCC(O)CNC(C)(C)C","-","AUTO_891","TERTATOLOL","A110666","24306326","-","-","60.0","% ","60.0","% ","","","-","","-","","-","","-"
"S(OC1=CC=C(C=C1)CCOC2=CC=C(C=C2)CC(OCC)C(O)=O)(=O)(=O)C","-","AUTO_892","tesaglitazar","A110666","24306326","-","-","99.0","% ","99.0","% ","","","-","","-","","-","","-"
"OC1CCC2C3C(CCC12C)C4(C(=CC(=O)CC4)CC3)C","-","AUTO_893","Testosterone","A110666","24306326","-","-","4.0","% ","4.0","% ","","","-","","-","","-","","-"
"O(C)C1=CC=2C3N(CC(CC(C)C)C(=O)C3)CCC2C=C1OC","-","AUTO_894","Tetrabenazine","A110666","24306326","-","-","5.0","% ","5.0","% ","","","-","","-","","-","","-"
"CC1(O)C2CC3C(N(C)C)C(C(C(N)=O)=C(O)C3(O)C(C2=C(O)C4=C1C=CC=C4O)=O)=O","-","AUTO_895","tetracycline","A110666","24306326","-","-","77.0","% ","77.0","% ","","","-","","-","","-","","-"
"S1C=[N+](CC2=CN=C(N=C2N)C)C(C)=C1CCO","-","AUTO_896","Thiamine","A110666","24306326","-","-","4.5","% ","4.5","% ","","","-","","-","","-","","-"
"S=C=NC1=C2C(=CC=C1)C=CC=C2","-","AUTO_897","thiocyanate","A110666","24306326","-","-","99.0","% ","99.0","% ","","","-","","-","","-","","-"
"S=C1N=C(NC=2N=CNC12)N","-","AUTO_898","Thioguanine","A110666","24306326","-","-","30.0","% ","30.0","% ","","","-","","-","","-","","-"
"S1C2=C(N(C3=C1C=CC=C3)CCC4N(CCCC4)C)C=C(SC)C=C2","-","AUTO_899","Thioridazine","A110666","24306326","-","-","40.0","% ","40.0","% ","","","-","","-","","-","","-"
"S1C=CC(C)=C1C(=CCCN2CC(CCC2)C(O)=O)C=3SC=CC3C","-","AUTO_900","Tiagabine","A110666","24306326","-","-","90.0","% ","90.0","% ","","","-","","-","","-","","-"
"ClC1=CC=2S(=O)(=O)N(C3=C(C=CC=C3)C(NCCCCCCC(O)=O)C2C=C1)C","-","AUTO_901","Tianeptine","A110666","24306326","-","-","99.0","% ","99.0","% ","","","-","","-","","-","","-"
"S1(=O)(=O)CCCS(=O)(=O)C1(CCCN(CCC2=CC(OC)=C(OC)C=C2)C)C3=CC(OC)=C(OC)C=C3","-","AUTO_902","Tiapamil","A110666","24306326","-","-","42.5","% ","42.5","% ","","","-","","-","","-","","-"
"S1C(=CC=C1C(C(O)=O)C)C(=O)C2=CC=CC=C2","-","AUTO_903","Tiaprofenic Acid","A110666","24306326","-","-","90.0","% ","90.0","% ","","","-","","-","","-","","-"
"CC1(C)SC2C(NC(=O)C(C(O)=O)C=3C=CSC3)C(=O)N2C1C(O)=O","-","AUTO_904","Ticarcillin","A110666","24306326","-","-","0.0","% ","0.0","% ","","","-","","-","","-","","-"
"ClC1=CC=CC=C1CN2CCC=3SC=CC3C2","-","AUTO_905","Ticlopidine","A110666","24306326","-","-","80.0","% ","80.0","% ","","","-","","-","","-","","-"
"CC(C)(C)NCC(=O)NC1=C(C2=C(CC3CC4C(C(=O)C(=C(C4(C(=O)C3=C2O)O)O)C(=O)N)N(C)C)C(=C1)N(C)C)O","-","AUTO_906","Tigecycline","A110666","24306326","-","-","0.0","% ","0.0","% ","","","-","","-","","-","","-"
"O(C(=O)C1(CCC=CC1N(C)C)C2=CC=CC=C2)CC","-","AUTO_907","Tilidine","A110666","24306326","-","-","90.0","% ","90.0","% ","","","-","","-","","-","","-"
"ClC1=CC=C(SC(P(O)(O)=O)P(O)(O)=O)C=C1","-","AUTO_908","Tiludronic Acid","A110666","24306326","-","-","6.0","% ","6.0","% ","","","-","","-","","-","","-"
"S1N=C(N2CCOCC2)C(OCC(O)CNC(C)(C)C)=N1","-","AUTO_909","Timolol","A110666","24306326","-","-","61.0","% ","61.0","% ","","","-","","-","","-","","-"
"S(=O)(=O)(CCN1C(=NC=C1[N+](=O)[O-])C)CC","-","AUTO_910","Tinidazole","A110666","24306326","-","-","98.0","% ","98.0","% ","","","-","","-","","-","","-"
